sport,league,confidence,shared_teams,days_apart,poly_market_id,poly_title,poly_outcome,poly_teams,poly_date,poly_url,poly_slug,poly_event_url,poly_outcomes,poly_token_ids,expiry_poly_utc,resolution_time,kalshi_event_ticker,kalshi_market_id,kalshi_title,kalshi_teams,kalshi_date,kalshi_url,expiry_kalshi_utc
Soccer,Premier League,high,leeds united; manchester united,0,1800588,manchester united leeds united,Yes,Manchester United; Leeds United,2026-04-13,https://polymarket.com/event/epl-mun-lee-2026-04-13-btts,epl-mun-lee-2026-04-13-btts,https://polymarket.com/event/epl-mun-lee-2026-04-13-btts,"[""Yes"", ""No""]","[""31788957205033663303382571529361386514156358298141004858656580271067440085425"", ""75986173574943304041047536657132497247062256029709623697199725714669027044294""]",2026-04-13,2026-04-13,KXEPLBTTS-26APR13MUNLEE,KXEPLBTTS-26APR13MUNLEE,Leeds United at Manchester United: Both Teams to Score,Leeds United; Manchester United,2026-04-13,https://kalshi.com/markets/KXEPLBTTS-26APR13MUNLEE,2026-04-27T19:00:00Z
Esports,CS2,high,3dmax; falcons,0,1842243,3dmax falcons,3DMAX,3DMAX; Falcons,2026-04-13,https://polymarket.com/event/cs2-3dmax-fal2-2026-04-13,cs2-3dmax-fal2-2026-04-13,https://polymarket.com/event/cs2-3dmax-fal2-2026-04-13,"[""3DMAX"", ""Team Falcons""]","[""38421634364370689210859679784365794060567111009741396113859604616265383406326"", ""22163596126732778285648489611523242978022973695638206769469873288134587708656""]",2026-04-13,2026-04-13,KXCS2GAME-26APR131130FAL3DMAX,KXCS2GAME-26APR131130FAL3DMAX-3DMAX,Will 3DMAX win the Team Falcons vs. 3DMAX CS2 match?,3DMAX; Falcons,2026-04-13,https://kalshi.com/markets/KXCS2GAME-26APR131130FAL3DMAX-3DMAX,2026-04-27T15:30:00Z
Baseball,KBO,high,nc dinos; samsung lions,0,1890632,nc dinos samsung lions,NC Dinos,NC Dinos; Samsung Lions,2026-04-12,https://polymarket.com/event/kbo-nc-sam-2026-04-12,kbo-nc-sam-2026-04-12,https://polymarket.com/event/kbo-nc-sam-2026-04-12,"[""NC Dinos"", ""Samsung Lions""]","[""74331738214613501764228461652647115098944804361160223703413797352307750072135"", ""88573056630702513873179786734238046698767548255299260342241661646173858495752""]",2026-04-19,2026-04-19,KXKBOGAME-26APR120100NCDSAM,KXKBOGAME-26APR120100NCDSAM-NCD,NC Dinos vs Samsung Lions winner?,NC Dinos; Samsung Lions,2026-04-12,https://kalshi.com/markets/KXKBOGAME-26APR120100NCDSAM-NCD,2026-04-15T14:00:00Z
Baseball,KBO,high,hanwha eagles; kia tigers,0,1890636,hanwha eagles kia tigers,Hanwha Eagles,Hanwha Eagles; Kia Tigers,2026-04-12,https://polymarket.com/event/kbo-kia-han-2026-04-12,kbo-kia-han-2026-04-12,https://polymarket.com/event/kbo-kia-han-2026-04-12,"[""Hanwha Eagles"", ""Kia Tigers""]","[""4183957319580211525399017513589139410207098853213093091833249608347844607125"", ""42019895806168214933658674269253265257632510434115594030720694251547991100629""]",2026-04-19,2026-04-19,KXKBOGAME-26APR120100KIAHAN,KXKBOGAME-26APR120100KIAHAN-HAN,Kia Tigers vs Hanwha Eagles winner?,Kia Tigers; Hanwha Eagles,2026-04-12,https://kalshi.com/markets/KXKBOGAME-26APR120100KIAHAN-HAN,2026-04-15T14:00:00Z
Baseball,MLB,high,astros; mariners,0,1890669,astros mariners,Houston Astros,Astros; Mariners,2026-04-12,https://polymarket.com/event/mlb-hou-sea-2026-04-12,mlb-hou-sea-2026-04-12,https://polymarket.com/event/mlb-hou-sea-2026-04-12,"[""Houston Astros"", ""Seattle Mariners""]","[""40789605314848452448177945423028243719990014342925629198276836872538621922200"", ""75229573236901267704682591248642227149702377912423611457240346824536247232038""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121610HOUSEA,KXMLBGAME-26APR121610HOUSEA-HOU,Houston vs Seattle Winner?,Astros; Mariners,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121610HOUSEA-HOU,2026-04-15T14:00:00Z
Baseball,MLB,high,giants; orioles,0,1890640,orioles giants,Baltimore Orioles,Orioles; Giants,2026-04-12,https://polymarket.com/event/mlb-sf-bal-2026-04-12,mlb-sf-bal-2026-04-12,https://polymarket.com/event/mlb-sf-bal-2026-04-12,"[""Baltimore Orioles"", ""San Francisco Giants""]","[""17835648360785469309484716558220306923191954983422640016207849890905650413539"", ""13652121570380116316781846386891197862737363643873046769939088059784306371764""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121335SFBAL,KXMLBGAME-26APR121335SFBAL-BAL,San Francisco vs Baltimore Winner?,Giants; Orioles,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121335SFBAL-BAL,2026-04-15T14:00:00Z
Baseball,MLB,high,diamondbacks; phillies,0,1890643,diamondbacks phillies,Arizona Diamondbacks,Diamondbacks; Phillies,2026-04-12,https://polymarket.com/event/mlb-ari-phi-2026-04-12,mlb-ari-phi-2026-04-12,https://polymarket.com/event/mlb-ari-phi-2026-04-12,"[""Arizona Diamondbacks"", ""Philadelphia Phillies""]","[""106987025965656102810215148095634564584855180263525490175648871201497467168812"", ""22392444553821312829873390821055259780406545907006828125499841971057313491225""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121335AZPHI,KXMLBGAME-26APR121335AZPHI-AZ,Arizona vs Philadelphia Winner?,Diamondbacks; Phillies,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121335AZPHI-AZ,2026-04-15T14:00:00Z
Baseball,MLB,high,blue jays; twins,0,1890645,twins blue jays,Minnesota Twins,Twins; Blue Jays,2026-04-12,https://polymarket.com/event/mlb-min-tor-2026-04-12,mlb-min-tor-2026-04-12,https://polymarket.com/event/mlb-min-tor-2026-04-12,"[""Minnesota Twins"", ""Toronto Blue Jays""]","[""11986162059276424578249824672478148678806499636444928879876490186756693944070"", ""16548294590405226847918156990092251970293342154640350621565318329533433870111""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121337MINTOR,KXMLBGAME-26APR121337MINTOR-MIN,Minnesota vs Toronto Winner?,Twins; Blue Jays,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121337MINTOR-MIN,2026-04-15T14:00:00Z
Baseball,MLB,high,angels; reds,0,1890647,reds angels,Cincinnati Reds,Reds; Angels,2026-04-12,https://polymarket.com/event/mlb-laa-cin-2026-04-12,mlb-laa-cin-2026-04-12,https://polymarket.com/event/mlb-laa-cin-2026-04-12,"[""Cincinnati Reds"", ""Los Angeles Angels""]","[""98266770974273795762663201208453156714750458471858096542751793046537574022353"", ""4298525437160922209654623833797312243340634972416983055465906504914293908475""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121340LAACIN,KXMLBGAME-26APR121340LAACIN-CIN,Los Angeles A vs Cincinnati Winner?,Angels; Reds,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121340LAACIN-CIN,2026-04-15T14:00:00Z
Baseball,MLB,high,marlins; tigers,0,1890649,tigers marlins,Detroit Tigers,Tigers; Marlins,2026-04-12,https://polymarket.com/event/mlb-mia-det-2026-04-12,mlb-mia-det-2026-04-12,https://polymarket.com/event/mlb-mia-det-2026-04-12,"[""Detroit Tigers"", ""Miami Marlins""]","[""11842613245906391746860452263400737540873109783476305070236240945912219831936"", ""1870297463903684817256131633709392388258625550085895606118936979992509274108""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121340MIADET,KXMLBGAME-26APR121340MIADET-DET,Miami vs Detroit Winner?,Marlins; Tigers,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121340MIADET-DET,2026-04-15T14:00:00Z
Baseball,MLB,high,athletics; mets,0,1890652,athletics mets,Athletics,Athletics; Mets,2026-04-12,https://polymarket.com/event/mlb-oak-nym-2026-04-12,mlb-oak-nym-2026-04-12,https://polymarket.com/event/mlb-oak-nym-2026-04-12,"[""Athletics"", ""New York Mets""]","[""72543432243635399150697161644816776182840495084575204426587552713459729116013"", ""93945343422435141026007020264402636172559734581824487616199316395319205457640""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121340ATHNYM,KXMLBGAME-26APR121340ATHNYM-ATH,A's vs New York M Winner?,Athletics; Mets,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121340ATHNYM-ATH,2026-04-15T14:00:00Z
Baseball,MLB,high,rays; yankees,0,1890654,yankees rays,New York Yankees,Yankees; Rays,2026-04-12,https://polymarket.com/event/mlb-nyy-tb-2026-04-12,mlb-nyy-tb-2026-04-12,https://polymarket.com/event/mlb-nyy-tb-2026-04-12,"[""New York Yankees"", ""Tampa Bay Rays""]","[""77713268175885528926521088462153231277819760814455572605643049835239607160597"", ""9444550843929683157713307931925674233095987965958266972876413753588733128442""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121340NYYTB,KXMLBGAME-26APR121340NYYTB-NYY,New York Y vs Tampa Bay Winner?,Yankees; Rays,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121340NYYTB-NYY,2026-04-15T14:00:00Z
Baseball,MLB,high,royals; white sox,0,1890656,white sox royals,Chicago White Sox,White Sox; Royals,2026-04-12,https://polymarket.com/event/mlb-cws-kc-2026-04-12,mlb-cws-kc-2026-04-12,https://polymarket.com/event/mlb-cws-kc-2026-04-12,"[""Chicago White Sox"", ""Kansas City Royals""]","[""36348988882210654327793333821373148284800969268104550207011578943670467241135"", ""97984552035539742450531579351596984119836983438106782818191042334134718785453""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121410CWSKC,KXMLBGAME-26APR121410CWSKC-CWS,Chicago WS vs Kansas City Winner?,White Sox; Royals,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121410CWSKC-CWS,2026-04-15T14:00:00Z
Baseball,MLB,high,brewers; nationals,0,1890658,brewers nationals,Milwaukee Brewers,Brewers; Nationals,2026-04-12,https://polymarket.com/event/mlb-wsh-mil-2026-04-12,mlb-wsh-mil-2026-04-12,https://polymarket.com/event/mlb-wsh-mil-2026-04-12,"[""Milwaukee Brewers"", ""Washington Nationals""]","[""37242263805696262970774765189873010788011578016913593753394443492752164351599"", ""6356528018795901922580928634484372106022524103463351016802731651101812079908""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121410WSHMIL,KXMLBGAME-26APR121410WSHMIL-MIL,Washington vs Milwaukee Winner?,Nationals; Brewers,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121410WSHMIL-MIL,2026-04-15T14:00:00Z
Baseball,MLB,high,cardinals; red sox,0,1890661,red sox cardinals,Boston Red Sox,Red Sox; Cardinals,2026-04-12,https://polymarket.com/event/mlb-bos-stl-2026-04-12,mlb-bos-stl-2026-04-12,https://polymarket.com/event/mlb-bos-stl-2026-04-12,"[""Boston Red Sox"", ""St. Louis Cardinals""]","[""78817471997699136921317147851382075560663146022752954387825906806061766936353"", ""5929640285302101472486185079252721760998923096371426454129954301155703250645""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121415BOSSTL,KXMLBGAME-26APR121415BOSSTL-BOS,Boston vs St. Louis Winner?,Red Sox; Cardinals,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121415BOSSTL-BOS,2026-04-15T14:00:00Z
Baseball,MLB,high,cubs; pirates,0,1890663,cubs pirates,Chicago Cubs,Cubs; Pirates,2026-04-12,https://polymarket.com/event/mlb-pit-chc-2026-04-12,mlb-pit-chc-2026-04-12,https://polymarket.com/event/mlb-pit-chc-2026-04-12,"[""Chicago Cubs"", ""Pittsburgh Pirates""]","[""64028744238593319021962319886594077014773573036603234903068681104175687317791"", ""110966822732132426644591891642775203093025100505384042690813357680831482457528""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121420PITCHC,KXMLBGAME-26APR121420PITCHC-CHC,Pittsburgh vs Chicago C Winner?,Pirates; Cubs,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121420PITCHC-CHC,2026-04-15T14:00:00Z
Baseball,MLB,high,dodgers; rangers,0,1890665,dodgers rangers,Los Angeles Dodgers,Dodgers; Rangers,2026-04-12,https://polymarket.com/event/mlb-tex-lad-2026-04-12,mlb-tex-lad-2026-04-12,https://polymarket.com/event/mlb-tex-lad-2026-04-12,"[""Los Angeles Dodgers"", ""Texas Rangers""]","[""94767248686919564233466835248905629063688268988370556047992400085010971021417"", ""10294332493251807148974437898807434996808935145035186719327255552371368209389""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121610TEXLAD,KXMLBGAME-26APR121610TEXLAD-LAD,Texas vs Los Angeles D Winner?,Rangers; Dodgers,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121610TEXLAD-LAD,2026-04-15T14:00:00Z
Baseball,MLB,high,padres; rockies,0,1890667,rockies padres,Colorado Rockies,Rockies; Padres,2026-04-12,https://polymarket.com/event/mlb-col-sd-2026-04-12,mlb-col-sd-2026-04-12,https://polymarket.com/event/mlb-col-sd-2026-04-12,"[""Colorado Rockies"", ""San Diego Padres""]","[""24473910822742276425771666966642104399958822122601783876761179686366030356188"", ""8579179398781046179417850894884811821378605574505934817047849432841312270411""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121610COLSD,KXMLBGAME-26APR121610COLSD-COL,Colorado vs San Diego Winner?,Rockies; Padres,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121610COLSD-COL,2026-04-15T14:00:00Z
Baseball,MLB,high,astros; mariners,0,1906792,astros mariners,Houston Astros,Astros; Mariners,2026-04-13,https://polymarket.com/event/mlb-hou-sea-2026-04-13,mlb-hou-sea-2026-04-13,https://polymarket.com/event/mlb-hou-sea-2026-04-13,"[""Houston Astros"", ""Seattle Mariners""]","[""56633382215903178187255308976524028047476094056490581863672394526315247258230"", ""107874981651945956211133297927980160724688362149748910024174390243160206787889""]",2026-04-20,2026-04-20,KXMLBGAME-26APR131610HOUSEA,KXMLBGAME-26APR131610HOUSEA-HOU,Houston vs Seattle Winner?,Astros; Mariners,2026-04-13,https://kalshi.com/markets/KXMLBGAME-26APR131610HOUSEA-HOU,2026-04-16T14:00:00Z
Baseball,MLB,high,braves; guardians,0,1890671,braves guardians,Atlanta Braves,Braves; Guardians,2026-04-12,https://polymarket.com/event/mlb-cle-atl-2026-04-12,mlb-cle-atl-2026-04-12,https://polymarket.com/event/mlb-cle-atl-2026-04-12,"[""Atlanta Braves"", ""Cleveland Guardians""]","[""104619784748397502554336456998237475617629693325921175796404620248625807143019"", ""110690581719475086435875024309955493645246881626812914874586426730680802716351""]",2026-04-19,2026-04-19,KXMLBGAME-26APR121920CLEATL,KXMLBGAME-26APR121920CLEATL-ATL,Cleveland vs Atlanta Winner?,Guardians; Braves,2026-04-12,https://kalshi.com/markets/KXMLBGAME-26APR121920CLEATL-ATL,2026-04-15T14:00:00Z
Basketball,NBA,high,bulls; mavericks,0,1891040,bulls mavericks,Bulls,Bulls; Mavericks,2026-04-12,https://polymarket.com/event/nba-chi-dal-2026-04-12,nba-chi-dal-2026-04-12,https://polymarket.com/event/nba-chi-dal-2026-04-12,"[""Bulls"", ""Mavericks""]","[""33926083101920361216081893615416513696005601045012026424001286433523147846849"", ""105051144607546317476606849529371185131192455808488573642848504383631417045513""]",2026-04-13,2026-04-13,KXNBAGAME-26APR12CHIDAL,KXNBAGAME-26APR12CHIDAL-CHI,Chicago at Dallas Winner?,Bulls; Mavericks,2026-04-12,https://kalshi.com/markets/KXNBAGAME-26APR12CHIDAL-CHI,2026-04-27T00:30:00Z
Basketball,NBA,high,grizzlies; rockets,0,1891041,grizzlies rockets,Grizzlies,Grizzlies; Rockets,2026-04-12,https://polymarket.com/event/nba-mem-hou-2026-04-12,nba-mem-hou-2026-04-12,https://polymarket.com/event/nba-mem-hou-2026-04-12,"[""Grizzlies"", ""Rockets""]","[""54341608817843946197604292242786987782158699345922380863175663323007329557215"", ""7943097321784536492572908321830076004832022194070505474950203445946157794559""]",2026-04-13,2026-04-13,KXNBAGAME-26APR12MEMHOU,KXNBAGAME-26APR12MEMHOU-MEM,Memphis at Houston Winner?,Rockets; Grizzlies,2026-04-12,https://kalshi.com/markets/KXNBAGAME-26APR12MEMHOU-MEM,2026-04-27T00:30:00Z
Basketball,NBA,high,pelicans; timberwolves,0,1891042,pelicans timberwolves,Pelicans,Pelicans; Timberwolves,2026-04-12,https://polymarket.com/event/nba-nop-min-2026-04-12,nba-nop-min-2026-04-12,https://polymarket.com/event/nba-nop-min-2026-04-12,"[""Pelicans"", ""Timberwolves""]","[""6096132552773406611830522938062193709642977950272420323101222605568022290446"", ""12246341562067625941772186682949136720604935981964399091524520005603098664470""]",2026-04-13,2026-04-13,KXNBAGAME-26APR12NOPMIN,KXNBAGAME-26APR12NOPMIN-NOP,New Orleans at Minnesota Winner?,Timberwolves; Pelicans,2026-04-12,https://kalshi.com/markets/KXNBAGAME-26APR12NOPMIN-NOP,2026-04-27T00:30:00Z
Basketball,NBA,high,suns; thunder,0,1891044,suns thunder,Suns,Suns; Thunder,2026-04-12,https://polymarket.com/event/nba-phx-okc-2026-04-12,nba-phx-okc-2026-04-12,https://polymarket.com/event/nba-phx-okc-2026-04-12,"[""Suns"", ""Thunder""]","[""59389185152638672573106654708242032555986113933967602751627903930686869119665"", ""84241766238336539382517211843722020651471359470062084503515289773303978530433""]",2026-04-13,2026-04-13,KXNBAGAME-26APR12PHXOKC,KXNBAGAME-26APR12PHXOKC-PHX,Phoenix at Oklahoma City Winner?,Suns; Thunder,2026-04-12,https://kalshi.com/markets/KXNBAGAME-26APR12PHXOKC-PHX,2026-04-27T00:30:00Z
Basketball,NBA,high,nuggets; spurs,0,1891045,nuggets spurs,Nuggets,Nuggets; Spurs,2026-04-12,https://polymarket.com/event/nba-den-sas-2026-04-12,nba-den-sas-2026-04-12,https://polymarket.com/event/nba-den-sas-2026-04-12,"[""Nuggets"", ""Spurs""]","[""105996910047701493251330110675593189381920168501202228596450727040123025647647"", ""101166376461992800720158539660705457991918987283183014469033932142867303641877""]",2026-04-13,2026-04-13,KXNBAGAME-26APR12DENSAS,KXNBAGAME-26APR12DENSAS-DEN,Denver at San Antonio Winner?,Nuggets; Spurs,2026-04-12,https://kalshi.com/markets/KXNBAGAME-26APR12DENSAS-DEN,2026-04-27T00:30:00Z
Basketball,NBA,high,jazz; lakers,0,1891046,jazz lakers,Jazz,Jazz; Lakers,2026-04-12,https://polymarket.com/event/nba-uta-lal-2026-04-12,nba-uta-lal-2026-04-12,https://polymarket.com/event/nba-uta-lal-2026-04-12,"[""Jazz"", ""Lakers""]","[""96202134120940827177485348362880399861349041275891495537426681263169626212677"", ""61263399711589297413650214322303938482300195050842893323822844606936675005127""]",2026-04-13,2026-04-13,KXNBAGAME-26APR12UTALAL,KXNBAGAME-26APR12UTALAL-UTA,Utah at Los Angeles L Winner?,Jazz; Lakers,2026-04-12,https://kalshi.com/markets/KXNBAGAME-26APR12UTALAL-UTA,2026-04-27T00:30:00Z
