id,venue,strategy,market,yesAsk,noAsk,bidDepth,askDepth,liquidity,profitPerDollar,numOutcomes,sumAsks,pair_id,poly_market_id,kalshi_market_id,timestamp,cost1,cost2,best_cost,best_direction,edge_raw,topBookDepthUsd,depthWithinProfitableBandUsd,edgePersistence,recentSnapshotsJson
miguel-pair-0022,KALSHI,BINARY_BUY_BOTH,aaron taylor johnson announced as next james bond,0.01,0.01,1.0,38.8744547,1.0,0.911,2,0.089,pair-0022,572110,KXMVESPORTSMULTIGAMEEXTENDED-S2026CCA7AC539E4-E41DCF9FD03,2026-02-24T21:58:29.928183Z,0.089,0.9470000000000001,0.089,POLY_YES_KAL_NO,0.911,40.8744547,1.02,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.911}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.911}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.911}]"
miguel-pair-0018,KALSHI,BINARY_BUY_BOTH,will real madrid win the 2025 26 champions league,0.0,0.01,161.19570514,1073.689619,1.0,0.9,2,0.09999999999999999,pair-0018,566139,KXMVESPORTSMULTIGAMEEXTENDED-S2026E66F3A73597-B68003FE7F4,2026-02-24T21:58:29.928183Z,0.09999999999999999,0.9299999999999999,0.09999999999999999,POLY_YES_KAL_NO,0.9,1235.88532414,161.21570514,1.0,"[{""timestamp"": ""2026-02-24T21:55:21.345374Z"", ""grossEdgePerDollar"": 0.9}, {""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.9}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.9}]"
miguel-pair-0005,KALSHI,BINARY_BUY_BOTH,will the san antonio spurs win the 2026 nba finals,0.0,0.01,2851.8069017399994,1527.7607497,1.0,0.868,2,0.132,pair-0005,553866,KXMVESPORTSMULTIGAMEEXTENDED-S2026D27F0939C58-63B6F3178C4,2026-02-24T21:58:29.928183Z,0.132,0.879,0.132,POLY_YES_KAL_NO,0.868,4380.567651439999,1527.7807497,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.864}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.864}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.868}]"
miguel-pair-0029,KALSHI,BINARY_BUY_BOTH,will the democrats win the new mexico governor race in 2026,0.01,0.01,1.0,141.855279,1.0,0.84,2,0.16000000000000003,pair-0029,629531,KXMVESPORTSMULTIGAMEEXTENDED-S20260588A906FF1-42B1A323017,2026-02-24T21:58:29.928183Z,0.9,0.16000000000000003,0.16000000000000003,POLY_NO_KAL_YES,0.84,143.855279,1.02,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.84}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.84}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.84}]"
miguel-pair-0024,KALSHI,BINARY_BUY_BOTH,will lindsey graham be the republican nominee for senate in south carolina,0.01,0.01,1.0,46.856669000000004,1.0,0.8099999999999999,2,0.19000000000000006,pair-0024,599354,KXMVESPORTSMULTIGAMEEXTENDED-S2026BAC68D9E21E-ACE5457F8D3,2026-02-24T21:58:29.928183Z,0.84,0.19000000000000006,0.19000000000000006,POLY_NO_KAL_YES,0.8099999999999999,48.856669000000004,1.02,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.8099999999999999}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.8099999999999999}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.8099999999999999}]"
miguel-pair-0025,KALSHI,BINARY_BUY_BOTH,will atalanta advance to the round of 16,0.0,0.01,43.13152206,166.99703300000002,1.0,0.8,2,0.2,pair-0025,601984,KXMVESPORTSMULTIGAMEEXTENDED-S2026C3FD29CB5B6-B2372072844,2026-02-24T21:58:29.928183Z,0.2,0.83,0.2,POLY_YES_KAL_NO,0.8,211.12855506000002,43.151522060000005,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.81}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.81}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.8}]"
miguel-pair-0030,KALSHI,BINARY_BUY_BOTH,will the democrats win the north carolina senate race in 2026,0.01,0.01,1.0,101.26169900000001,1.0,0.8,2,0.19999999999999996,pair-0030,630883,KXMVESPORTSMULTIGAMEEXTENDED-S2026AF69121B636-06A309A968F,2026-02-24T21:58:29.928183Z,0.85,0.19999999999999996,0.19999999999999996,POLY_NO_KAL_YES,0.8,103.26169900000001,1.02,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.8}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.8}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.8}]"
miguel-pair-0032,KALSHI,BINARY_BUY_BOTH,will chet holmgren win the 2025 2026 nba defensive player of the year,0.01,0.01,4.179432920000001,70.76194000000001,1.0,0.76,2,0.24000000000000002,pair-0032,643551,KXMVESPORTSMULTIGAMEEXTENDED-S2026148B47D97FD-6D0D9362D5F,2026-02-24T21:58:29.928183Z,0.24000000000000002,0.79,0.24000000000000002,POLY_YES_KAL_NO,0.76,75.94137292,4.1994329200000005,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.76}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.76}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.76}]"
miguel-pair-0017,KALSHI,BINARY_BUY_BOTH,will the cleveland cavaliers win the nba eastern conference finals,0.01,0.01,15.1178,831.290857,1.0,0.75,2,0.25,pair-0017,564194,KXMVESPORTSMULTIGAMEEXTENDED-S202624BE0F3F655-7BCDFFC0671,2026-02-24T21:58:29.928183Z,0.25,0.78,0.25,POLY_YES_KAL_NO,0.75,847.408657,15.1378,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.75}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.75}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.75}]"
miguel-pair-0028,KALSHI,BINARY_BUY_BOTH,will the carolina hurricanes win the eastern conference,0.0,0.01,1.0,155.17704,1.0,0.75,2,0.25,pair-0028,629100,KXMVESPORTSMULTIGAMEEXTENDED-S2026662D7302F43-1E418D56ADA,2026-02-24T21:58:29.928183Z,0.25,0.79,0.25,POLY_YES_KAL_NO,0.75,157.17704,1.02,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.75}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.75}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.75}]"
miguel-pair-0010,KALSHI,BINARY_BUY_BOTH,will kon knueppel win the 2025 26 nba rookie of the year award,0.01,0.01,2.5617185200000008,52.8157053,1.0,0.722,2,0.278,pair-0010,561370,KXMVESPORTSMULTIGAMEEXTENDED-S2026428480F2C0C-763D2645C10,2026-02-24T21:58:29.928183Z,0.278,0.75,0.278,POLY_YES_KAL_NO,0.722,56.37742382,2.581718520000001,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.722}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.722}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.722}]"
miguel-pair-0004,KALSHI,BINARY_BUY_BOTH,will the oklahoma city thunder win the 2026 nba finals,0.01,0.01,786.82086184,3161.434974,1.0,0.64,2,0.36,pair-0004,553856,KXMVESPORTSMULTIGAMEEXTENDED-S2026EAB483FDC08-EEB106D2DB6,2026-02-24T21:58:29.928183Z,0.36,0.6699999999999999,0.36,POLY_YES_KAL_NO,0.64,3949.2558358399997,786.84086184,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.64}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.64}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.64}]"
miguel-pair-0019,KALSHI,BINARY_BUY_BOTH,will manchester city win the 2025 26 english premier league,0.01,0.01,1664.9040059000001,5299.609460999999,1.0,0.62,2,0.38,pair-0019,566188,KXMVESPORTSMULTIGAMEEXTENDED-S20261C0B9B24F84-48158D53369,2026-02-24T21:58:29.928183Z,0.38,0.65,0.38,POLY_YES_KAL_NO,0.62,6965.513466899999,1664.9240059,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.62}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.62}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.62}]"
miguel-pair-0001,KALSHI,BINARY_BUY_BOTH,new rihanna album before gta vi,0.0,0.01,4.2679534,426.648255,1.0,0.51,2,0.49,pair-0001,540817,KXMVESPORTSMULTIGAMEEXTENDED-S2026FE4DFA63720-C09B1AD83CC,2026-02-24T21:58:29.928183Z,0.53,0.49,0.49,POLY_NO_KAL_YES,0.51,431.9162084,4.287953399999999,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.51}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.51}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.51}]"
miguel-pair-0049,KALSHI,BINARY_BUY_BOTH,will jalen johnson win the 2025 2026 nba most improved player,0.01,0.01,1.0,36.8459497,1.0,0.492,2,0.508,pair-0049,643689,KXMVESPORTSMULTIGAMEEXTENDED-S2026179DF71998D-0D534C05B4D,2026-02-24T21:58:29.928183Z,0.508,0.5680000000000001,0.508,POLY_YES_KAL_NO,0.492,38.8459497,1.02,1.0,"[{""timestamp"": ""2026-02-24T21:56:11.819768Z"", ""grossEdgePerDollar"": 0.492}, {""timestamp"": ""2026-02-24T21:56:56.931132Z"", ""grossEdgePerDollar"": 0.492}, {""timestamp"": ""2026-02-24T21:57:41.660690Z"", ""grossEdgePerDollar"": 0.492}]"
