pair_id,title_clean,category_tag,sport,similarity_score,poly_market_id,poly_slug,poly_url,kalshi_market_id,kalshi_url,poly_event_url,poly_outcomes_json,poly_token_ids_json,poly_primary_outcome,expiry_poly_utc,expiry_kalshi_utc,resolution_time_utc,kalshi_t2_ticker,kalshi_tie_ticker
1,brighton chelsea,sports_fees_v2,Soccer,1.0,1915466,epl-bri-che-2026-04-21-btts,https://polymarket.com/event/epl-bri-che-2026-04-21-btts,KXEPLBTTS-26APR21BRICFC,https://kalshi.com/markets/KXEPLBTTS-26APR21BRICFC,https://polymarket.com/event/epl-bri-che-2026-04-21-btts,"[""Yes"", ""No""]","[""75548399534166148770864748344403512811021040032729315469366377073057978083957"", ""54860832677523346652859751685718821444165643646787046637499233197709594588317""]",Yes,2026-04-21,2026-05-05T19:00:00Z,2026-04-21,,
2,girona real betis,sports_fees_v2,Soccer,1.0,1916148,lal-gir-bet-2026-04-21-btts,https://polymarket.com/event/lal-gir-bet-2026-04-21-btts,KXLALIGABTTS-26APR21GIRRBB,https://kalshi.com/markets/KXLALIGABTTS-26APR21GIRRBB,https://polymarket.com/event/lal-gir-bet-2026-04-21-btts,"[""Yes"", ""No""]","[""83710817076031929673243968274525257013065861371243481707095077929360028754190"", ""39042248432952053078917961756048364029911487893549602287679502477449276469301""]",Yes,2026-04-21,2026-05-05T19:30:00Z,2026-04-21,,
3,guardians astros,sports_fees_v2,Baseball,1.0,1980453,mlb-hou-cle-2026-04-20,https://polymarket.com/event/mlb-hou-cle-2026-04-20,KXMLBGAME-26APR201810HOUCLE-CLE,https://kalshi.com/markets/KXMLBGAME-26APR201810HOUCLE-CLE,https://polymarket.com/event/mlb-hou-cle-2026-04-20,"[""Cleveland Guardians"", ""Houston Astros""]","[""42063496832831659770428309395515289250477241121019230402229578288056030060008"", ""84171940203387891754355042236688568947664084891081752041954668776466685146188""]",Cleveland Guardians,2026-04-27,2026-04-23T22:10:00Z,2026-04-27,,
4,astros guardians,sports_fees_v2,Baseball,1.0,1980453,mlb-hou-cle-2026-04-20,https://polymarket.com/event/mlb-hou-cle-2026-04-20,KXMLBGAME-26APR201810HOUCLE-HOU,https://kalshi.com/markets/KXMLBGAME-26APR201810HOUCLE-HOU,https://polymarket.com/event/mlb-hou-cle-2026-04-20,"[""Houston Astros"", ""Cleveland Guardians""]","[""84171940203387891754355042236688568947664084891081752041954668776466685146188"", ""42063496832831659770428309395515289250477241121019230402229578288056030060008""]",Houston Astros,2026-04-27,2026-04-23T22:10:00Z,2026-04-27,,
5,guardians astros,sports_fees_v2,Baseball,1.0,1991466,mlb-hou-cle-2026-04-21,https://polymarket.com/event/mlb-hou-cle-2026-04-21,KXMLBGAME-26APR211810HOUCLE-CLE,https://kalshi.com/markets/KXMLBGAME-26APR211810HOUCLE-CLE,https://polymarket.com/event/mlb-hou-cle-2026-04-21,"[""Cleveland Guardians"", ""Houston Astros""]","[""70051649980511860708016616485852945630010848662627581575809906671170014459610"", ""39081346353006536759069875933248580506402057818719513737613623373505481099715""]",Cleveland Guardians,2026-04-28,2026-04-24T22:10:00Z,2026-04-28,,
6,astros guardians,sports_fees_v2,Baseball,1.0,1991466,mlb-hou-cle-2026-04-21,https://polymarket.com/event/mlb-hou-cle-2026-04-21,KXMLBGAME-26APR211810HOUCLE-HOU,https://kalshi.com/markets/KXMLBGAME-26APR211810HOUCLE-HOU,https://polymarket.com/event/mlb-hou-cle-2026-04-21,"[""Houston Astros"", ""Cleveland Guardians""]","[""39081346353006536759069875933248580506402057818719513737613623373505481099715"", ""70051649980511860708016616485852945630010848662627581575809906671170014459610""]",Houston Astros,2026-04-28,2026-04-24T22:10:00Z,2026-04-28,,
7,marlins cardinals,sports_fees_v2,Baseball,1.0,1980455,mlb-stl-mia-2026-04-20,https://polymarket.com/event/mlb-stl-mia-2026-04-20,KXMLBGAME-26APR201840STLMIA-MIA,https://kalshi.com/markets/KXMLBGAME-26APR201840STLMIA-MIA,https://polymarket.com/event/mlb-stl-mia-2026-04-20,"[""Miami Marlins"", ""St. Louis Cardinals""]","[""61570550328678557885769336139152680970324706798064990791927974810198246944007"", ""2695851027304595042335469224658093236033615156301512088856468044704191581599""]",Miami Marlins,2026-04-27,2026-04-23T22:40:00Z,2026-04-27,,
8,cardinals marlins,sports_fees_v2,Baseball,1.0,1980455,mlb-stl-mia-2026-04-20,https://polymarket.com/event/mlb-stl-mia-2026-04-20,KXMLBGAME-26APR201840STLMIA-STL,https://kalshi.com/markets/KXMLBGAME-26APR201840STLMIA-STL,https://polymarket.com/event/mlb-stl-mia-2026-04-20,"[""St. Louis Cardinals"", ""Miami Marlins""]","[""2695851027304595042335469224658093236033615156301512088856468044704191581599"", ""61570550328678557885769336139152680970324706798064990791927974810198246944007""]",St. Louis Cardinals,2026-04-27,2026-04-23T22:40:00Z,2026-04-27,,
9,marlins cardinals,sports_fees_v2,Baseball,1.0,1991471,mlb-stl-mia-2026-04-21,https://polymarket.com/event/mlb-stl-mia-2026-04-21,KXMLBGAME-26APR211840STLMIA-MIA,https://kalshi.com/markets/KXMLBGAME-26APR211840STLMIA-MIA,https://polymarket.com/event/mlb-stl-mia-2026-04-21,"[""Miami Marlins"", ""St. Louis Cardinals""]","[""35740796505117548849930073197492288998647841257541940520819094081795438522967"", ""24985348558669368259238615081713003571967643393800404018845754923134699719722""]",Miami Marlins,2026-04-28,2026-04-24T22:40:00Z,2026-04-28,,
10,cardinals marlins,sports_fees_v2,Baseball,1.0,1991471,mlb-stl-mia-2026-04-21,https://polymarket.com/event/mlb-stl-mia-2026-04-21,KXMLBGAME-26APR211840STLMIA-STL,https://kalshi.com/markets/KXMLBGAME-26APR211840STLMIA-STL,https://polymarket.com/event/mlb-stl-mia-2026-04-21,"[""St. Louis Cardinals"", ""Miami Marlins""]","[""24985348558669368259238615081713003571967643393800404018845754923134699719722"", ""35740796505117548849930073197492288998647841257541940520819094081795438522967""]",St. Louis Cardinals,2026-04-28,2026-04-24T22:40:00Z,2026-04-28,,
11,reds rays,sports_fees_v2,Baseball,1.0,1980458,mlb-cin-tb-2026-04-20,https://polymarket.com/event/mlb-cin-tb-2026-04-20,KXMLBGAME-26APR201840CINTB-CIN,https://kalshi.com/markets/KXMLBGAME-26APR201840CINTB-CIN,https://polymarket.com/event/mlb-cin-tb-2026-04-20,"[""Cincinnati Reds"", ""Tampa Bay Rays""]","[""73290575254540590971589765289870250451032809706426769353083196606212501273671"", ""58478507650556410043125934228938357631886113652854243559735315299786808576298""]",Cincinnati Reds,2026-04-27,2026-04-23T22:40:00Z,2026-04-27,,
12,rays reds,sports_fees_v2,Baseball,1.0,1980458,mlb-cin-tb-2026-04-20,https://polymarket.com/event/mlb-cin-tb-2026-04-20,KXMLBGAME-26APR201840CINTB-TB,https://kalshi.com/markets/KXMLBGAME-26APR201840CINTB-TB,https://polymarket.com/event/mlb-cin-tb-2026-04-20,"[""Tampa Bay Rays"", ""Cincinnati Reds""]","[""58478507650556410043125934228938357631886113652854243559735315299786808576298"", ""73290575254540590971589765289870250451032809706426769353083196606212501273671""]",Tampa Bay Rays,2026-04-27,2026-04-23T22:40:00Z,2026-04-27,,
13,reds rays,sports_fees_v2,Baseball,1.0,1991473,mlb-cin-tb-2026-04-21,https://polymarket.com/event/mlb-cin-tb-2026-04-21,KXMLBGAME-26APR211840CINTB-CIN,https://kalshi.com/markets/KXMLBGAME-26APR211840CINTB-CIN,https://polymarket.com/event/mlb-cin-tb-2026-04-21,"[""Cincinnati Reds"", ""Tampa Bay Rays""]","[""60634899043446334551593062227976534085783725809295660851616045262774613427540"", ""61923583852989567108138415749376411093056391799280402189394781235486559913796""]",Cincinnati Reds,2026-04-28,2026-04-24T22:40:00Z,2026-04-28,,
14,rays reds,sports_fees_v2,Baseball,1.0,1991473,mlb-cin-tb-2026-04-21,https://polymarket.com/event/mlb-cin-tb-2026-04-21,KXMLBGAME-26APR211840CINTB-TB,https://kalshi.com/markets/KXMLBGAME-26APR211840CINTB-TB,https://polymarket.com/event/mlb-cin-tb-2026-04-21,"[""Tampa Bay Rays"", ""Cincinnati Reds""]","[""61923583852989567108138415749376411093056391799280402189394781235486559913796"", ""60634899043446334551593062227976534085783725809295660851616045262774613427540""]",Tampa Bay Rays,2026-04-28,2026-04-24T22:40:00Z,2026-04-28,,
15,braves nationals,sports_fees_v2,Baseball,1.0,1980460,mlb-atl-wsh-2026-04-20,https://polymarket.com/event/mlb-atl-wsh-2026-04-20,KXMLBGAME-26APR201845ATLWSH-ATL,https://kalshi.com/markets/KXMLBGAME-26APR201845ATLWSH-ATL,https://polymarket.com/event/mlb-atl-wsh-2026-04-20,"[""Atlanta Braves"", ""Washington Nationals""]","[""110877511456922932508662875809532055331067045780803760421236443892038512002944"", ""106431145580015108253851756291946302960054562933715040910903157990209038482060""]",Atlanta Braves,2026-04-27,2026-04-23T22:45:00Z,2026-04-27,,
16,nationals braves,sports_fees_v2,Baseball,1.0,1980460,mlb-atl-wsh-2026-04-20,https://polymarket.com/event/mlb-atl-wsh-2026-04-20,KXMLBGAME-26APR201845ATLWSH-WSH,https://kalshi.com/markets/KXMLBGAME-26APR201845ATLWSH-WSH,https://polymarket.com/event/mlb-atl-wsh-2026-04-20,"[""Washington Nationals"", ""Atlanta Braves""]","[""106431145580015108253851756291946302960054562933715040910903157990209038482060"", ""110877511456922932508662875809532055331067045780803760421236443892038512002944""]",Washington Nationals,2026-04-27,2026-04-23T22:45:00Z,2026-04-27,,
17,braves nationals,sports_fees_v2,Baseball,1.0,1991477,mlb-atl-wsh-2026-04-21,https://polymarket.com/event/mlb-atl-wsh-2026-04-21,KXMLBGAME-26APR211845ATLWSH-ATL,https://kalshi.com/markets/KXMLBGAME-26APR211845ATLWSH-ATL,https://polymarket.com/event/mlb-atl-wsh-2026-04-21,"[""Atlanta Braves"", ""Washington Nationals""]","[""75143735593398904968084683396908743632983915788878194420168010632718339882288"", ""57252210065951112562337892726881811247284507237600243859581219941609730774576""]",Atlanta Braves,2026-04-28,2026-04-24T22:45:00Z,2026-04-28,,
18,nationals braves,sports_fees_v2,Baseball,1.0,1991477,mlb-atl-wsh-2026-04-21,https://polymarket.com/event/mlb-atl-wsh-2026-04-21,KXMLBGAME-26APR211845ATLWSH-WSH,https://kalshi.com/markets/KXMLBGAME-26APR211845ATLWSH-WSH,https://polymarket.com/event/mlb-atl-wsh-2026-04-21,"[""Washington Nationals"", ""Atlanta Braves""]","[""57252210065951112562337892726881811247284507237600243859581219941609730774576"", ""75143735593398904968084683396908743632983915788878194420168010632718339882288""]",Washington Nationals,2026-04-28,2026-04-24T22:45:00Z,2026-04-28,,
19,cubs phillies,sports_fees_v2,Baseball,1.0,1980462,mlb-phi-chc-2026-04-20,https://polymarket.com/event/mlb-phi-chc-2026-04-20,KXMLBGAME-26APR201940PHICHC-CHC,https://kalshi.com/markets/KXMLBGAME-26APR201940PHICHC-CHC,https://polymarket.com/event/mlb-phi-chc-2026-04-20,"[""Chicago Cubs"", ""Philadelphia Phillies""]","[""45072744338807920798628904275851229549907284289318958480206799706956842013545"", ""46246722902426149376095796787730647224596703201504542730254048658065611333961""]",Chicago Cubs,2026-04-27,2026-04-23T23:40:00Z,2026-04-27,,
20,phillies cubs,sports_fees_v2,Baseball,1.0,1980462,mlb-phi-chc-2026-04-20,https://polymarket.com/event/mlb-phi-chc-2026-04-20,KXMLBGAME-26APR201940PHICHC-PHI,https://kalshi.com/markets/KXMLBGAME-26APR201940PHICHC-PHI,https://polymarket.com/event/mlb-phi-chc-2026-04-20,"[""Philadelphia Phillies"", ""Chicago Cubs""]","[""46246722902426149376095796787730647224596703201504542730254048658065611333961"", ""45072744338807920798628904275851229549907284289318958480206799706956842013545""]",Philadelphia Phillies,2026-04-27,2026-04-23T23:40:00Z,2026-04-27,,
21,cubs phillies,sports_fees_v2,Baseball,1.0,1991482,mlb-phi-chc-2026-04-21,https://polymarket.com/event/mlb-phi-chc-2026-04-21,KXMLBGAME-26APR211940PHICHC-CHC,https://kalshi.com/markets/KXMLBGAME-26APR211940PHICHC-CHC,https://polymarket.com/event/mlb-phi-chc-2026-04-21,"[""Chicago Cubs"", ""Philadelphia Phillies""]","[""93082284356131058861432844931536559295527420141540453356434174533243899089396"", ""60402516672619326036411422593168930438964206790830225872842491452729630163312""]",Chicago Cubs,2026-04-28,2026-04-24T23:40:00Z,2026-04-28,,
22,phillies cubs,sports_fees_v2,Baseball,1.0,1991482,mlb-phi-chc-2026-04-21,https://polymarket.com/event/mlb-phi-chc-2026-04-21,KXMLBGAME-26APR211940PHICHC-PHI,https://kalshi.com/markets/KXMLBGAME-26APR211940PHICHC-PHI,https://polymarket.com/event/mlb-phi-chc-2026-04-21,"[""Philadelphia Phillies"", ""Chicago Cubs""]","[""60402516672619326036411422593168930438964206790830225872842491452729630163312"", ""93082284356131058861432844931536559295527420141540453356434174533243899089396""]",Philadelphia Phillies,2026-04-28,2026-04-24T23:40:00Z,2026-04-28,,
23,orioles royals,sports_fees_v2,Baseball,1.0,1980464,mlb-bal-kc-2026-04-20,https://polymarket.com/event/mlb-bal-kc-2026-04-20,KXMLBGAME-26APR201940BALKC-BAL,https://kalshi.com/markets/KXMLBGAME-26APR201940BALKC-BAL,https://polymarket.com/event/mlb-bal-kc-2026-04-20,"[""Baltimore Orioles"", ""Kansas City Royals""]","[""103187033287735445133019225386698930906007752437465277380506062106586907684559"", ""6669754168762692173752130358609409366551926664138882232311543860952971599700""]",Baltimore Orioles,2026-04-27,2026-04-23T23:40:00Z,2026-04-27,,
24,royals orioles,sports_fees_v2,Baseball,1.0,1980464,mlb-bal-kc-2026-04-20,https://polymarket.com/event/mlb-bal-kc-2026-04-20,KXMLBGAME-26APR201940BALKC-KC,https://kalshi.com/markets/KXMLBGAME-26APR201940BALKC-KC,https://polymarket.com/event/mlb-bal-kc-2026-04-20,"[""Kansas City Royals"", ""Baltimore Orioles""]","[""6669754168762692173752130358609409366551926664138882232311543860952971599700"", ""103187033287735445133019225386698930906007752437465277380506062106586907684559""]",Kansas City Royals,2026-04-27,2026-04-23T23:40:00Z,2026-04-27,,
25,orioles royals,sports_fees_v2,Baseball,1.0,1991484,mlb-bal-kc-2026-04-21,https://polymarket.com/event/mlb-bal-kc-2026-04-21,KXMLBGAME-26APR211940BALKC-BAL,https://kalshi.com/markets/KXMLBGAME-26APR211940BALKC-BAL,https://polymarket.com/event/mlb-bal-kc-2026-04-21,"[""Baltimore Orioles"", ""Kansas City Royals""]","[""101166499938818517305238748450742424753148084492975985485998419550343400504759"", ""102316441337940343210421428126392250666326886930935473204800568418826997928653""]",Baltimore Orioles,2026-04-28,2026-04-24T23:40:00Z,2026-04-28,,
26,royals orioles,sports_fees_v2,Baseball,1.0,1991484,mlb-bal-kc-2026-04-21,https://polymarket.com/event/mlb-bal-kc-2026-04-21,KXMLBGAME-26APR211940BALKC-KC,https://kalshi.com/markets/KXMLBGAME-26APR211940BALKC-KC,https://polymarket.com/event/mlb-bal-kc-2026-04-21,"[""Kansas City Royals"", ""Baltimore Orioles""]","[""102316441337940343210421428126392250666326886930935473204800568418826997928653"", ""101166499938818517305238748450742424753148084492975985485998419550343400504759""]",Kansas City Royals,2026-04-28,2026-04-24T23:40:00Z,2026-04-28,,
27,rockies dodgers,sports_fees_v2,Baseball,1.0,1980466,mlb-lad-col-2026-04-20,https://polymarket.com/event/mlb-lad-col-2026-04-20,KXMLBGAME-26APR202040LADCOL-COL,https://kalshi.com/markets/KXMLBGAME-26APR202040LADCOL-COL,https://polymarket.com/event/mlb-lad-col-2026-04-20,"[""Colorado Rockies"", ""Los Angeles Dodgers""]","[""28703779713506211856118295507465013912165656411126090738126182233106218660446"", ""69452758549268568440990055779314140270807081615362976541619862486495823499973""]",Colorado Rockies,2026-04-28,2026-04-24T00:40:00Z,2026-04-28,,
28,dodgers rockies,sports_fees_v2,Baseball,1.0,1980466,mlb-lad-col-2026-04-20,https://polymarket.com/event/mlb-lad-col-2026-04-20,KXMLBGAME-26APR202040LADCOL-LAD,https://kalshi.com/markets/KXMLBGAME-26APR202040LADCOL-LAD,https://polymarket.com/event/mlb-lad-col-2026-04-20,"[""Los Angeles Dodgers"", ""Colorado Rockies""]","[""69452758549268568440990055779314140270807081615362976541619862486495823499973"", ""28703779713506211856118295507465013912165656411126090738126182233106218660446""]",Los Angeles Dodgers,2026-04-28,2026-04-24T00:40:00Z,2026-04-28,,
29,angels blue jays,sports_fees_v2,Baseball,1.0,1980469,mlb-tor-laa-2026-04-20,https://polymarket.com/event/mlb-tor-laa-2026-04-20,KXMLBGAME-26APR202138TORLAA-LAA,https://kalshi.com/markets/KXMLBGAME-26APR202138TORLAA-LAA,https://polymarket.com/event/mlb-tor-laa-2026-04-20,"[""Los Angeles Angels"", ""Toronto Blue Jays""]","[""26463504003200773479111218892803874365132752229737591857312895382975419218340"", ""11349588675924787595543391898627552577068458140959820433550645169161024512740""]",Los Angeles Angels,2026-04-28,2026-04-24T01:38:00Z,2026-04-28,,
30,blue jays angels,sports_fees_v2,Baseball,1.0,1980469,mlb-tor-laa-2026-04-20,https://polymarket.com/event/mlb-tor-laa-2026-04-20,KXMLBGAME-26APR202138TORLAA-TOR,https://kalshi.com/markets/KXMLBGAME-26APR202138TORLAA-TOR,https://polymarket.com/event/mlb-tor-laa-2026-04-20,"[""Toronto Blue Jays"", ""Los Angeles Angels""]","[""11349588675924787595543391898627552577068458140959820433550645169161024512740"", ""26463504003200773479111218892803874365132752229737591857312895382975419218340""]",Toronto Blue Jays,2026-04-28,2026-04-24T01:38:00Z,2026-04-28,,
31,angels blue jays,sports_fees_v2,Baseball,1.0,1991491,mlb-tor-laa-2026-04-21,https://polymarket.com/event/mlb-tor-laa-2026-04-21,KXMLBGAME-26APR212138TORLAA-LAA,https://kalshi.com/markets/KXMLBGAME-26APR212138TORLAA-LAA,https://polymarket.com/event/mlb-tor-laa-2026-04-21,"[""Los Angeles Angels"", ""Toronto Blue Jays""]","[""94458847679104592019339346860196089976802959830465703821503287952618886047065"", ""113501856268993790864446084940301003770841820076917567208559447382526087678885""]",Los Angeles Angels,2026-04-29,2026-04-25T01:38:00Z,2026-04-29,,
32,blue jays angels,sports_fees_v2,Baseball,1.0,1991491,mlb-tor-laa-2026-04-21,https://polymarket.com/event/mlb-tor-laa-2026-04-21,KXMLBGAME-26APR212138TORLAA-TOR,https://kalshi.com/markets/KXMLBGAME-26APR212138TORLAA-TOR,https://polymarket.com/event/mlb-tor-laa-2026-04-21,"[""Toronto Blue Jays"", ""Los Angeles Angels""]","[""113501856268993790864446084940301003770841820076917567208559447382526087678885"", ""94458847679104592019339346860196089976802959830465703821503287952618886047065""]",Toronto Blue Jays,2026-04-29,2026-04-25T01:38:00Z,2026-04-29,,
33,athletics mariners,sports_fees_v2,Baseball,1.0,1980471,mlb-oak-sea-2026-04-20,https://polymarket.com/event/mlb-oak-sea-2026-04-20,KXMLBGAME-26APR202140ATHSEA-ATH,https://kalshi.com/markets/KXMLBGAME-26APR202140ATHSEA-ATH,https://polymarket.com/event/mlb-oak-sea-2026-04-20,"[""Athletics"", ""Seattle Mariners""]","[""80528760276620113110708388889534702397370529802633396641685581315447134376776"", ""7709607470332483120241652237215034189498422952984310416051800555189484482918""]",Athletics,2026-04-28,2026-04-24T01:40:00Z,2026-04-28,,
34,mariners athletics,sports_fees_v2,Baseball,1.0,1980471,mlb-oak-sea-2026-04-20,https://polymarket.com/event/mlb-oak-sea-2026-04-20,KXMLBGAME-26APR202140ATHSEA-SEA,https://kalshi.com/markets/KXMLBGAME-26APR202140ATHSEA-SEA,https://polymarket.com/event/mlb-oak-sea-2026-04-20,"[""Seattle Mariners"", ""Athletics""]","[""7709607470332483120241652237215034189498422952984310416051800555189484482918"", ""80528760276620113110708388889534702397370529802633396641685581315447134376776""]",Seattle Mariners,2026-04-28,2026-04-24T01:40:00Z,2026-04-28,,
35,athletics mariners,sports_fees_v2,Baseball,1.0,1991495,mlb-oak-sea-2026-04-21,https://polymarket.com/event/mlb-oak-sea-2026-04-21,KXMLBGAME-26APR212140ATHSEA-ATH,https://kalshi.com/markets/KXMLBGAME-26APR212140ATHSEA-ATH,https://polymarket.com/event/mlb-oak-sea-2026-04-21,"[""Athletics"", ""Seattle Mariners""]","[""89990872529581260365094616161968468972213616069785043793762587616288390441203"", ""68053451334990011197603629872544483447954004844521109710911242937042882125143""]",Athletics,2026-04-29,2026-04-25T01:40:00Z,2026-04-29,,
36,mariners athletics,sports_fees_v2,Baseball,1.0,1991495,mlb-oak-sea-2026-04-21,https://polymarket.com/event/mlb-oak-sea-2026-04-21,KXMLBGAME-26APR212140ATHSEA-SEA,https://kalshi.com/markets/KXMLBGAME-26APR212140ATHSEA-SEA,https://polymarket.com/event/mlb-oak-sea-2026-04-21,"[""Seattle Mariners"", ""Athletics""]","[""68053451334990011197603629872544483447954004844521109710911242937042882125143"", ""89990872529581260365094616161968468972213616069785043793762587616288390441203""]",Seattle Mariners,2026-04-29,2026-04-25T01:40:00Z,2026-04-29,,
37,flyquest lyon,sports_fees_v2,Esports,1.0,1987960,lol-ly-fly-2026-04-21,https://polymarket.com/event/lol-ly-fly-2026-04-21,KXLOLGAME-26APR211400FLYLY-FLY,https://kalshi.com/markets/KXLOLGAME-26APR211400FLYLY-FLY,https://polymarket.com/event/lol-ly-fly-2026-04-21,"[""FlyQuest"", ""LYON""]","[""74389360524272980846175101605670661455775874819253483472436651510661245774937"", ""74114672179998500320383431158041454133569760333724503069423203662582019230121""]",FlyQuest,2026-04-22,2026-05-05T18:00:00Z,2026-04-22,,
38,lyon flyquest,sports_fees_v2,Esports,1.0,1987960,lol-ly-fly-2026-04-21,https://polymarket.com/event/lol-ly-fly-2026-04-21,KXLOLGAME-26APR211400FLYLY-LY,https://kalshi.com/markets/KXLOLGAME-26APR211400FLYLY-LY,https://polymarket.com/event/lol-ly-fly-2026-04-21,"[""LYON"", ""FlyQuest""]","[""74114672179998500320383431158041454133569760333724503069423203662582019230121"", ""74389360524272980846175101605670661455775874819253483472436651510661245774937""]",LYON,2026-04-22,2026-05-05T18:00:00Z,2026-04-22,,
39,ssg landers samsung lions,sports_fees_v2,Baseball,1.0,1991448,kbo-ssg-sam-2026-04-21,https://polymarket.com/event/kbo-ssg-sam-2026-04-21,KXKBOGAME-26APR210530SSGSAM-SSG,https://kalshi.com/markets/KXKBOGAME-26APR210530SSGSAM-SSG,https://polymarket.com/event/kbo-ssg-sam-2026-04-21,"[""SSG Landers"", ""Samsung Lions""]","[""34420775723838611145457689716406840651653216928347548078891849845040408623400"", ""32041620969275649465588584864363966529268765331977405069656211918130501975077""]",SSG Landers,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
40,samsung lions ssg landers,sports_fees_v2,Baseball,1.0,1991448,kbo-ssg-sam-2026-04-21,https://polymarket.com/event/kbo-ssg-sam-2026-04-21,KXKBOGAME-26APR210530SSGSAM-SAM,https://kalshi.com/markets/KXKBOGAME-26APR210530SSGSAM-SAM,https://polymarket.com/event/kbo-ssg-sam-2026-04-21,"[""Samsung Lions"", ""SSG Landers""]","[""32041620969275649465588584864363966529268765331977405069656211918130501975077"", ""34420775723838611145457689716406840651653216928347548078891849845040408623400""]",Samsung Lions,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
41,kt wiz kia tigers,sports_fees_v2,Baseball,1.0,1991450,kbo-kia-kt-2026-04-21,https://polymarket.com/event/kbo-kia-kt-2026-04-21,KXKBOGAME-26APR210530KIAKTW-KTW,https://kalshi.com/markets/KXKBOGAME-26APR210530KIAKTW-KTW,https://polymarket.com/event/kbo-kia-kt-2026-04-21,"[""KT Wiz"", ""Kia Tigers""]","[""33511228759408913889444570271416271491082371224130907729810547493013278315996"", ""106973244980730438676604973606280735997371460998173090727865192005810364118298""]",KT Wiz,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
42,kia tigers kt wiz,sports_fees_v2,Baseball,1.0,1991450,kbo-kia-kt-2026-04-21,https://polymarket.com/event/kbo-kia-kt-2026-04-21,KXKBOGAME-26APR210530KIAKTW-KIA,https://kalshi.com/markets/KXKBOGAME-26APR210530KIAKTW-KIA,https://polymarket.com/event/kbo-kia-kt-2026-04-21,"[""Kia Tigers"", ""KT Wiz""]","[""106973244980730438676604973606280735997371460998173090727865192005810364118298"", ""33511228759408913889444570271416271491082371224130907729810547493013278315996""]",Kia Tigers,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
43,kiwoom heroes nc dinos,sports_fees_v2,Baseball,1.0,1991455,kbo-nc-kiw-2026-04-21,https://polymarket.com/event/kbo-nc-kiw-2026-04-21,KXKBOGAME-26APR210530NCDKIW-KIW,https://kalshi.com/markets/KXKBOGAME-26APR210530NCDKIW-KIW,https://polymarket.com/event/kbo-nc-kiw-2026-04-21,"[""Kiwoom Heroes"", ""NC Dinos""]","[""43416201903481652883816442603546331951537322767766826909247083291318360101279"", ""47410683682610895541471656022539164490758365077977407553698320843363394583052""]",Kiwoom Heroes,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
44,nc dinos kiwoom heroes,sports_fees_v2,Baseball,1.0,1991455,kbo-nc-kiw-2026-04-21,https://polymarket.com/event/kbo-nc-kiw-2026-04-21,KXKBOGAME-26APR210530NCDKIW-NCD,https://kalshi.com/markets/KXKBOGAME-26APR210530NCDKIW-NCD,https://polymarket.com/event/kbo-nc-kiw-2026-04-21,"[""NC Dinos"", ""Kiwoom Heroes""]","[""47410683682610895541471656022539164490758365077977407553698320843363394583052"", ""43416201903481652883816442603546331951537322767766826909247083291318360101279""]",NC Dinos,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
45,doosan bears lotte giants,sports_fees_v2,Baseball,1.0,1991458,kbo-doo-lot-2026-04-21,https://polymarket.com/event/kbo-doo-lot-2026-04-21,KXKBOGAME-26APR210530DOOLOT-DOO,https://kalshi.com/markets/KXKBOGAME-26APR210530DOOLOT-DOO,https://polymarket.com/event/kbo-doo-lot-2026-04-21,"[""Doosan Bears"", ""Lotte Giants""]","[""99061601368771172066315227448173202352356835829617705131428462019487925173150"", ""101986460309345837442467453430818165094545451517695799677346578786479585148997""]",Doosan Bears,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
46,lotte giants doosan bears,sports_fees_v2,Baseball,1.0,1991458,kbo-doo-lot-2026-04-21,https://polymarket.com/event/kbo-doo-lot-2026-04-21,KXKBOGAME-26APR210530DOOLOT-LOT,https://kalshi.com/markets/KXKBOGAME-26APR210530DOOLOT-LOT,https://polymarket.com/event/kbo-doo-lot-2026-04-21,"[""Lotte Giants"", ""Doosan Bears""]","[""101986460309345837442467453430818165094545451517695799677346578786479585148997"", ""99061601368771172066315227448173202352356835829617705131428462019487925173150""]",Lotte Giants,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
47,hanwha eagles lg twins,sports_fees_v2,Baseball,1.0,1991463,kbo-han-lg-2026-04-21,https://polymarket.com/event/kbo-han-lg-2026-04-21,KXKBOGAME-26APR210530HANLG-HAN,https://kalshi.com/markets/KXKBOGAME-26APR210530HANLG-HAN,https://polymarket.com/event/kbo-han-lg-2026-04-21,"[""Hanwha Eagles"", ""LG Twins""]","[""17042141968536953471594045180183988863192802281680503808930285171935092190089"", ""95616287885983721638164968737737136945478887120753204371810823534131527993358""]",Hanwha Eagles,2026-04-28,2026-04-24T09:30:00Z,2026-04-28,,
