pair_id,title_clean,category_tag,sport,similarity_score,poly_market_id,poly_slug,poly_url,kalshi_market_id,kalshi_url,poly_event_url,poly_outcomes_json,poly_token_ids_json,poly_primary_outcome,expiry_poly_utc,expiry_kalshi_utc,resolution_time_utc,kalshi_t2_ticker,kalshi_tie_ticker
160,matsuoka schoolkate,sports_fees_v2,Tennis,1.0,2034515,atp-matsuok-schoolk-2026-04-20,https://polymarket.com/event/atp-matsuok-schoolk-2026-04-20,KXATPCHALLENGERMATCH-26APR20MATSCH-MAT,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20MATSCH-MAT,https://polymarket.com/event/atp-matsuok-schoolk-2026-04-20,"[""Hayato Matsuoka"", ""Tristan Schoolkate""]","[""3129535701549514387176337898198204438486162735188727454985740356357140684236"", ""107406026934221365230002566160869989094417282031132868498076552825281886646425""]",Hayato Matsuoka,2026-04-28,2026-05-05T03:10:00Z,2026-04-28,,
161,matsuoka schoolkate,sports_fees_v2,Tennis,1.0,2034515,atp-matsuok-schoolk-2026-04-20,https://polymarket.com/event/atp-matsuok-schoolk-2026-04-20,KXATPCHALLENGERMATCH-26APR20MATSCH-SCH,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20MATSCH-SCH,https://polymarket.com/event/atp-matsuok-schoolk-2026-04-20,"[""Tristan Schoolkate"", ""Hayato Matsuoka""]","[""107406026934221365230002566160869989094417282031132868498076552825281886646425"", ""3129535701549514387176337898198204438486162735188727454985740356357140684236""]",Tristan Schoolkate,2026-04-28,2026-05-05T03:10:00Z,2026-04-28,,
162,garin damm,sports_fees_v2,Tennis,1.0,2034521,atp-garin-damm-2026-04-21,https://polymarket.com/event/atp-garin-damm-2026-04-21,KXATPMATCH-26APR21GARDAM-DAM,https://kalshi.com/markets/KXATPMATCH-26APR21GARDAM-DAM,https://polymarket.com/event/atp-garin-damm-2026-04-21,"[""Martin Damm"", ""Cristian Garin""]","[""54206845215388661828259585627144180108058441981140818712840729992890538212231"", ""98943954290032441325077625653543293642781808742502465549302189905682368129634""]",Martin Damm,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
163,yibing droguet,sports_fees_v2,Tennis,1.0,2034527,atp-wu-droguet-2026-04-21,https://polymarket.com/event/atp-wu-droguet-2026-04-21,KXATPMATCH-26APR21YIBDRO-DRO,https://kalshi.com/markets/KXATPMATCH-26APR21YIBDRO-DRO,https://polymarket.com/event/atp-wu-droguet-2026-04-21,"[""Titouan Droguet"", ""Yibing Wu""]","[""48667762428693286265735784688559146928820942199011530956775945488739386438488"", ""49241792078997565638621173733619907115010995847209866754871250706689107961029""]",Titouan Droguet,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
164,yibing droguet,sports_fees_v2,Tennis,1.0,2034527,atp-wu-droguet-2026-04-21,https://polymarket.com/event/atp-wu-droguet-2026-04-21,KXATPMATCH-26APR21YIBDRO-YIB,https://kalshi.com/markets/KXATPMATCH-26APR21YIBDRO-YIB,https://polymarket.com/event/atp-wu-droguet-2026-04-21,"[""Yibing Wu"", ""Titouan Droguet""]","[""49241792078997565638621173733619907115010995847209866754871250706689107961029"", ""48667762428693286265735784688559146928820942199011530956775945488739386438488""]",Yibing Wu,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
165,ostapenkov pieri,sports_fees_v2,Tennis,1.0,2034554,atp-ostapen-pieri-2026-04-21,https://polymarket.com/event/atp-ostapen-pieri-2026-04-21,KXATPCHALLENGERMATCH-26APR21OSTPIE-OST,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21OSTPIE-OST,https://polymarket.com/event/atp-ostapen-pieri-2026-04-21,"[""Daniil Ostapenkov"", ""Samuele Pieri""]","[""83828265727617770578912411297794812755159857092296773112273925178922293598457"", ""83569356035293709930979396695671927279424384168673182322993187770495549415528""]",Daniil Ostapenkov,2026-04-28,2026-05-05T05:00:00Z,2026-04-28,,
166,ostapenkov pieri,sports_fees_v2,Tennis,1.0,2034554,atp-ostapen-pieri-2026-04-21,https://polymarket.com/event/atp-ostapen-pieri-2026-04-21,KXATPCHALLENGERMATCH-26APR21OSTPIE-PIE,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21OSTPIE-PIE,https://polymarket.com/event/atp-ostapen-pieri-2026-04-21,"[""Samuele Pieri"", ""Daniil Ostapenkov""]","[""83569356035293709930979396695671927279424384168673182322993187770495549415528"", ""83828265727617770578912411297794812755159857092296773112273925178922293598457""]",Samuele Pieri,2026-04-28,2026-05-05T05:00:00Z,2026-04-28,,
167,poljicak ghibaudo,sports_fees_v2,Tennis,1.0,2034561,atp-poljica-ghibaud-2026-04-21,https://polymarket.com/event/atp-poljica-ghibaud-2026-04-21,KXATPCHALLENGERMATCH-26APR21POLGHI-GHI,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21POLGHI-GHI,https://polymarket.com/event/atp-poljica-ghibaud-2026-04-21,"[""Antoine Ghibaudo"", ""Mili Poljicak""]","[""84699011022890169434214221742872016889704971313090401039790774278536288960376"", ""88782411225841327768660924540290650753245027481076211783290392311060211357947""]",Antoine Ghibaudo,2026-04-28,2026-05-05T06:10:00Z,2026-04-28,,
168,poljicak ghibaudo,sports_fees_v2,Tennis,1.0,2034561,atp-poljica-ghibaud-2026-04-21,https://polymarket.com/event/atp-poljica-ghibaud-2026-04-21,KXATPCHALLENGERMATCH-26APR21POLGHI-POL,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21POLGHI-POL,https://polymarket.com/event/atp-poljica-ghibaud-2026-04-21,"[""Mili Poljicak"", ""Antoine Ghibaudo""]","[""88782411225841327768660924540290650753245027481076211783290392311060211357947"", ""84699011022890169434214221742872016889704971313090401039790774278536288960376""]",Mili Poljicak,2026-04-28,2026-05-05T06:10:00Z,2026-04-28,,
169,fomin orlov,sports_fees_v2,Tennis,1.0,2034574,atp-fomin-orlov-2026-04-21,https://polymarket.com/event/atp-fomin-orlov-2026-04-21,KXATPCHALLENGERMATCH-26APR21FOMORL-FOM,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21FOMORL-FOM,https://polymarket.com/event/atp-fomin-orlov-2026-04-21,"[""Sergey Fomin"", ""Vladyslav Orlov""]","[""40407738025341510055486157655754135372668064393450707533154673876753340990024"", ""48236260656605275712564701214045514875589318337233173330650878955058672216161""]",Sergey Fomin,2026-04-28,2026-05-05T05:00:00Z,2026-04-28,,
170,kirkin bailly,sports_fees_v2,Tennis,1.0,2034587,atp-kirkin-bailly-2026-04-21,https://polymarket.com/event/atp-kirkin-bailly-2026-04-21,KXATPCHALLENGERMATCH-26APR21KIRARN-ARN,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21KIRARN-ARN,https://polymarket.com/event/atp-kirkin-bailly-2026-04-21,"[""Ergi Kirkin"", ""Gilles Arnaud Bailly""]","[""55877881661672715067671843552283702692784522897293668537840137797205267161707"", ""83726480377527387563849335902421217982744492390614535620265689552658767604614""]",Ergi Kirkin,2026-04-28,2026-05-05T07:20:00Z,2026-04-28,,
171,topo cretu,sports_fees_v2,Tennis,1.0,2034595,atp-topo-cretu-2026-04-21,https://polymarket.com/event/atp-topo-cretu-2026-04-21,KXATPCHALLENGERMATCH-26APR21TOPCRE-CRE,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21TOPCRE-CRE,https://polymarket.com/event/atp-topo-cretu-2026-04-21,"[""Cezar Cretu"", ""Marko Topo""]","[""102365326728936067385692139197551689579988809787650857855798406984637342467260"", ""14729766918616167565812172326082758266263560967808144164523613086318798428694""]",Cezar Cretu,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
172,topo cretu,sports_fees_v2,Tennis,1.0,2034595,atp-topo-cretu-2026-04-21,https://polymarket.com/event/atp-topo-cretu-2026-04-21,KXATPCHALLENGERMATCH-26APR21TOPCRE-TOP,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21TOPCRE-TOP,https://polymarket.com/event/atp-topo-cretu-2026-04-21,"[""Marko Topo"", ""Cezar Cretu""]","[""14729766918616167565812172326082758266263560967808144164523613086318798428694"", ""102365326728936067385692139197551689579988809787650857855798406984637342467260""]",Marko Topo,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
173,faria harris,sports_fees_v2,Tennis,1.0,2034606,atp-faria-harri-2026-04-21,https://polymarket.com/event/atp-faria-harri-2026-04-21,KXATPMATCH-26APR21FARHAR-FAR,https://kalshi.com/markets/KXATPMATCH-26APR21FARHAR-FAR,https://polymarket.com/event/atp-faria-harri-2026-04-21,"[""Jaime Faria"", ""Lloyd Harris""]","[""56428862436077363857220254200960018236338293209433051139881108948751809263248"", ""99152165121680603354334521403585784026988944402598779223781533923522049176438""]",Jaime Faria,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
174,faria harris,sports_fees_v2,Tennis,1.0,2034606,atp-faria-harri-2026-04-21,https://polymarket.com/event/atp-faria-harri-2026-04-21,KXATPMATCH-26APR21FARHAR-HAR,https://kalshi.com/markets/KXATPMATCH-26APR21FARHAR-HAR,https://polymarket.com/event/atp-faria-harri-2026-04-21,"[""Lloyd Harris"", ""Jaime Faria""]","[""99152165121680603354334521403585784026988944402598779223781533923522049176438"", ""56428862436077363857220254200960018236338293209433051139881108948751809263248""]",Lloyd Harris,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
175,dedura-palomero bonzi,sports_fees_v2,Tennis,1.0,2034607,atp-dedurap-bonzi-2026-04-21,https://polymarket.com/event/atp-dedurap-bonzi-2026-04-21,KXATPMATCH-26APR21DEDBON-BON,https://kalshi.com/markets/KXATPMATCH-26APR21DEDBON-BON,https://polymarket.com/event/atp-dedurap-bonzi-2026-04-21,"[""Benjamin Bonzi"", ""Diego Dedura-Palomero""]","[""49062785193584906381901473521811384104017396260640921600864108695897545691651"", ""17868731907828069707586605412077084576338350041817679531481546973357693427011""]",Benjamin Bonzi,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
176,dedura-palomero bonzi,sports_fees_v2,Tennis,1.0,2034607,atp-dedurap-bonzi-2026-04-21,https://polymarket.com/event/atp-dedurap-bonzi-2026-04-21,KXATPMATCH-26APR21DEDBON-DED,https://kalshi.com/markets/KXATPMATCH-26APR21DEDBON-DED,https://polymarket.com/event/atp-dedurap-bonzi-2026-04-21,"[""Diego Dedura-Palomero"", ""Benjamin Bonzi""]","[""17868731907828069707586605412077084576338350041817679531481546973357693427011"", ""49062785193584906381901473521811384104017396260640921600864108695897545691651""]",Diego Dedura-Palomero,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
177,noguchi galarneau,sports_fees_v2,Tennis,0.95,2015070,atp-noguchi-galarne-2026-04-19,https://polymarket.com/event/atp-noguchi-galarne-2026-04-19,KXATPCHALLENGERMATCH-26APR20NOGGAL-GAL,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20NOGGAL-GAL,https://polymarket.com/event/atp-noguchi-galarne-2026-04-19,"[""Alexis Galarneau"", ""Rio Noguchi""]","[""37941476509231495073035982798884119374008446454879315473071700049079910788818"", ""94290945290389477301981303191828932215520564551803647460146935415471666187529""]",Alexis Galarneau,2026-04-27,2026-05-05T02:00:00Z,2026-04-27,,
178,noguchi galarneau,sports_fees_v2,Tennis,0.95,2015070,atp-noguchi-galarne-2026-04-19,https://polymarket.com/event/atp-noguchi-galarne-2026-04-19,KXATPCHALLENGERMATCH-26APR20NOGGAL-NOG,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20NOGGAL-NOG,https://polymarket.com/event/atp-noguchi-galarne-2026-04-19,"[""Rio Noguchi"", ""Alexis Galarneau""]","[""94290945290389477301981303191828932215520564551803647460146935415471666187529"", ""37941476509231495073035982798884119374008446454879315473071700049079910788818""]",Rio Noguchi,2026-04-27,2026-05-05T02:00:00Z,2026-04-27,,
179,mccabe uchida,sports_fees_v2,Tennis,0.95,2015083,atp-mccabe-uchida-2026-04-19,https://polymarket.com/event/atp-mccabe-uchida-2026-04-19,KXATPCHALLENGERMATCH-26APR20MCCUCH-MCC,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20MCCUCH-MCC,https://polymarket.com/event/atp-mccabe-uchida-2026-04-19,"[""James McCabe"", ""Kaichi Uchida""]","[""61694057813482594287572927632851761296264124771827183586798369950928145258182"", ""27738366062524673098974477340200972269261969765236016360292439410118593513145""]",James McCabe,2026-04-27,2026-05-05T02:00:00Z,2026-04-27,,
180,mccabe uchida,sports_fees_v2,Tennis,0.95,2015083,atp-mccabe-uchida-2026-04-19,https://polymarket.com/event/atp-mccabe-uchida-2026-04-19,KXATPCHALLENGERMATCH-26APR20MCCUCH-UCH,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20MCCUCH-UCH,https://polymarket.com/event/atp-mccabe-uchida-2026-04-19,"[""Kaichi Uchida"", ""James McCabe""]","[""27738366062524673098974477340200972269261969765236016360292439410118593513145"", ""61694057813482594287572927632851761296264124771827183586798369950928145258182""]",Kaichi Uchida,2026-04-27,2026-05-05T02:00:00Z,2026-04-27,,
181,bolt simakin,sports_fees_v2,Tennis,0.95,2015120,atp-bolt-simakin-2026-04-19,https://polymarket.com/event/atp-bolt-simakin-2026-04-19,KXATPCHALLENGERMATCH-26APR20BOLSIM-BOL,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20BOLSIM-BOL,https://polymarket.com/event/atp-bolt-simakin-2026-04-19,"[""Alex Bolt"", ""Ilia Simakin""]","[""54766457820605549228060704403278157859526884613617406823410310032523121050709"", ""113848110479592031259253354608837956257747317426814833913131888568473157087516""]",Alex Bolt,2026-04-27,2026-05-05T03:10:00Z,2026-04-27,,
182,bolt simakin,sports_fees_v2,Tennis,0.95,2015120,atp-bolt-simakin-2026-04-19,https://polymarket.com/event/atp-bolt-simakin-2026-04-19,KXATPCHALLENGERMATCH-26APR20BOLSIM-SIM,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20BOLSIM-SIM,https://polymarket.com/event/atp-bolt-simakin-2026-04-19,"[""Ilia Simakin"", ""Alex Bolt""]","[""113848110479592031259253354608837956257747317426814833913131888568473157087516"", ""54766457820605549228060704403278157859526884613617406823410310032523121050709""]",Ilia Simakin,2026-04-27,2026-05-05T03:10:00Z,2026-04-27,,
183,jung chung,sports_fees_v2,Tennis,0.95,2015127,atp-jung-chung-2026-04-19,https://polymarket.com/event/atp-jung-chung-2026-04-19,KXATPCHALLENGERMATCH-26APR20JUNCHU-CHU,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20JUNCHU-CHU,https://polymarket.com/event/atp-jung-chung-2026-04-19,"[""Hyeon Chung"", ""Jason Jung""]","[""69475774271056502728771278141529741574435159047856155631411239669477977344678"", ""21100649130527926867407915233130546812795499312013844250829520805968966255072""]",Hyeon Chung,2026-04-27,2026-05-05T02:00:00Z,2026-04-27,,
184,jung chung,sports_fees_v2,Tennis,0.95,2015127,atp-jung-chung-2026-04-19,https://polymarket.com/event/atp-jung-chung-2026-04-19,KXATPCHALLENGERMATCH-26APR20JUNCHU-JUN,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20JUNCHU-JUN,https://polymarket.com/event/atp-jung-chung-2026-04-19,"[""Jason Jung"", ""Hyeon Chung""]","[""21100649130527926867407915233130546812795499312013844250829520805968966255072"", ""69475774271056502728771278141529741574435159047856155631411239669477977344678""]",Jason Jung,2026-04-27,2026-05-05T02:00:00Z,2026-04-27,,
185,skatov prihodko,sports_fees_v2,Tennis,0.95,2017288,atp-skatov-prihodk-2026-04-20,https://polymarket.com/event/atp-skatov-prihodk-2026-04-20,KXATPCHALLENGERMATCH-26APR21SKAPRI-PRI,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21SKAPRI-PRI,https://polymarket.com/event/atp-skatov-prihodk-2026-04-20,"[""Oleg Prihodko"", ""Timofey Skatov""]","[""42737504050336030131757147372640216248604000725628618729503757146404250960675"", ""36078793651568683948814310936745742323037250821386225925005655172991947309780""]",Oleg Prihodko,2026-04-27,2026-05-05T06:10:00Z,2026-04-27,,
186,skatov prihodko,sports_fees_v2,Tennis,0.95,2017288,atp-skatov-prihodk-2026-04-20,https://polymarket.com/event/atp-skatov-prihodk-2026-04-20,KXATPCHALLENGERMATCH-26APR21SKAPRI-SKA,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21SKAPRI-SKA,https://polymarket.com/event/atp-skatov-prihodk-2026-04-20,"[""Timofey Skatov"", ""Oleg Prihodko""]","[""36078793651568683948814310936745742323037250821386225925005655172991947309780"", ""42737504050336030131757147372640216248604000725628618729503757146404250960675""]",Timofey Skatov,2026-04-27,2026-05-05T06:10:00Z,2026-04-27,,
187,gakhov nurlanuly,sports_fees_v2,Tennis,0.95,2017318,atp-gakhov-nurlanu-2026-04-20,https://polymarket.com/event/atp-gakhov-nurlanu-2026-04-20,KXATPCHALLENGERMATCH-26APR21GAKNUR-GAK,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21GAKNUR-GAK,https://polymarket.com/event/atp-gakhov-nurlanu-2026-04-20,"[""Ivan Gakhov"", ""Zangar Nurlanuly""]","[""92425539148127363818842613600189310335510446865927373103803491343144584981653"", ""23499422101448170880503661035146379761974640752567971743010772655785660982991""]",Ivan Gakhov,2026-04-27,2026-05-05T07:20:00Z,2026-04-27,,
188,albot omarkhanov,sports_fees_v2,Tennis,0.95,2017330,atp-albot-omarkha-2026-04-20,https://polymarket.com/event/atp-albot-omarkha-2026-04-20,KXATPCHALLENGERMATCH-26APR21ALBOMA-OMA,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21ALBOMA-OMA,https://polymarket.com/event/atp-albot-omarkha-2026-04-20,"[""Amir Omarkhanov"", ""Radu Albot""]","[""17018226953788146879567403775896520266642521602353299870480778450579282184590"", ""29186063654373762183807285600928091722825268470851981223957920901150811982238""]",Amir Omarkhanov,2026-04-27,2026-05-05T05:00:00Z,2026-04-27,,
189,albot omarkhanov,sports_fees_v2,Tennis,0.95,2017330,atp-albot-omarkha-2026-04-20,https://polymarket.com/event/atp-albot-omarkha-2026-04-20,KXATPCHALLENGERMATCH-26APR21ALBOMA-ALB,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21ALBOMA-ALB,https://polymarket.com/event/atp-albot-omarkha-2026-04-20,"[""Radu Albot"", ""Amir Omarkhanov""]","[""29186063654373762183807285600928091722825268470851981223957920901150811982238"", ""17018226953788146879567403775896520266642521602353299870480778450579282184590""]",Radu Albot,2026-04-27,2026-05-05T05:00:00Z,2026-04-27,,
190,blanch yevseyev,sports_fees_v2,Tennis,0.95,2017341,atp-blan-yevseye-2026-04-20,https://polymarket.com/event/atp-blan-yevseye-2026-04-20,KXATPCHALLENGERMATCH-26APR21BLAYEV-YEV,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21BLAYEV-YEV,https://polymarket.com/event/atp-blan-yevseye-2026-04-20,"[""Denis Yevseyev"", ""Dali Blanch""]","[""65242839574685246852966861334140659718165557628471770331052777569794733431631"", ""33349411064011236280030125030591587836141599293293470928525818026893714563209""]",Denis Yevseyev,2026-04-27,2026-05-05T06:10:00Z,2026-04-27,,
191,wiskandt erhard,sports_fees_v2,Tennis,0.95,2017350,atp-wiskand-erhard-2026-04-20,https://polymarket.com/event/atp-wiskand-erhard-2026-04-20,KXATPCHALLENGERMATCH-26APR21WISERH-ERH,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21WISERH-ERH,https://polymarket.com/event/atp-wiskand-erhard-2026-04-20,"[""Mathys Erhard"", ""Max Wiskandt""]","[""97000299142540730285440013448482740510351495860077904129795302581603079997142"", ""84144507370630369525173791813709570555785594109458516717129952537474267371858""]",Mathys Erhard,2026-04-27,2026-05-05T07:20:00Z,2026-04-27,,
192,wiskandt erhard,sports_fees_v2,Tennis,0.95,2017350,atp-wiskand-erhard-2026-04-20,https://polymarket.com/event/atp-wiskand-erhard-2026-04-20,KXATPCHALLENGERMATCH-26APR21WISERH-WIS,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR21WISERH-WIS,https://polymarket.com/event/atp-wiskand-erhard-2026-04-20,"[""Max Wiskandt"", ""Mathys Erhard""]","[""84144507370630369525173791813709570555785594109458516717129952537474267371858"", ""97000299142540730285440013448482740510351495860077904129795302581603079997142""]",Max Wiskandt,2026-04-27,2026-05-05T07:20:00Z,2026-04-27,,
