sport,league,confidence,shared_teams,days_apart,poly_market_id,poly_title,poly_outcome,poly_teams,poly_date,poly_url,poly_slug,poly_event_url,poly_outcomes,poly_token_ids,expiry_poly_utc,resolution_time,kalshi_event_ticker,kalshi_market_id,kalshi_title,kalshi_teams,kalshi_date,kalshi_url,expiry_kalshi_utc
Golf,PGA Tour,high,rahm,1,568632,jon rahm 2026 masters tournament,Yes,Rahm,2026-04-13,https://polymarket.com/event/will-jon-rahm-win-the-2026-masters-tournament,will-jon-rahm-win-the-2026-masters-tournament,https://polymarket.com/event/will-jon-rahm-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""14891744631569327882180091417355223283074176862943214903789359145380999929720"", ""81100929577553674096369161538709763228943470380146968558688494703628734004408""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-JRAH,KXPGATOUR-MAST26-JRAH,Will Jon Rahm win the Masters Tournament?,Rahm,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-JRAH,2026-04-26T23:00:00Z
Golf,PGA Tour,high,morikawa,1,568633,collin morikawa 2026 masters tournament,Yes,Morikawa,2026-04-13,https://polymarket.com/event/will-collin-morikawa-win-the-2026-masters-tournament,will-collin-morikawa-win-the-2026-masters-tournament,https://polymarket.com/event/will-collin-morikawa-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""49187585016304728738815159000947971699045065856092262182002837187974309142096"", ""37651729643644342349199715037937097230488391274611907741781120091674367647980""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-CMOR,KXPGATOUR-MAST26-CMOR,Will Collin Morikawa win the Masters Tournament?,Morikawa,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-CMOR,2026-04-26T23:00:00Z
Golf,PGA Tour,high,schauffele,1,568634,xander schauffele 2026 masters tournament,Yes,Schauffele,2026-04-13,https://polymarket.com/event/will-xander-schauffele-win-the-2026-masters-tournament,will-xander-schauffele-win-the-2026-masters-tournament,https://polymarket.com/event/will-xander-schauffele-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""101224125717581883106048111538769728899093696763496070232425429569281195951517"", ""75988954690070817300305375563402048123439046811224606295868810603822977345950""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-XSCH,KXPGATOUR-MAST26-XSCH,Will Xander Schauffele win the Masters Tournament?,Schauffele,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-XSCH,2026-04-26T23:00:00Z
Golf,PGA Tour,high,aberg,1,568635,ludvig aberg 2026 masters tournament,Yes,Aberg,2026-04-13,https://polymarket.com/event/will-ludvig-aberg-win-the-2026-masters-tournament,will-ludvig-aberg-win-the-2026-masters-tournament,https://polymarket.com/event/will-ludvig-aberg-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""74422022614702229946369494272358188120636208151671016990116736001336047137804"", ""114783335352523479613005577607649376128352690233992434052809526354820421589209""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-LABE,KXPGATOUR-MAST26-LABE,Will Ludvig Aberg win the Masters Tournament?,Aberg,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-LABE,2026-04-26T23:00:00Z
Golf,PGA Tour,high,thomas,1,568636,justin thomas 2026 masters tournament,Yes,Thomas,2026-04-13,https://polymarket.com/event/will-justin-thomas-win-the-2026-masters-tournament,will-justin-thomas-win-the-2026-masters-tournament,https://polymarket.com/event/will-justin-thomas-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""65914401213980348939345637678710332119846524069426563402874224506118553408089"", ""59805498163262583832617153155893743215922797508571910465302124106001828935872""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-JTHO,KXPGATOUR-MAST26-JTHO,Will Justin Thomas win the Masters Tournament?,Thomas,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-JTHO,2026-04-26T23:00:00Z
Golf,PGA Tour,high,hovland,1,568637,viktor hovland 2026 masters tournament,Yes,Hovland,2026-04-13,https://polymarket.com/event/will-viktor-hovland-win-the-2026-masters-tournament,will-viktor-hovland-win-the-2026-masters-tournament,https://polymarket.com/event/will-viktor-hovland-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""73497915580341083736399735569139828376270472522079036954500777750803069730356"", ""7355113795750330681938725969100127241851360081150205576300582921072818214837""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-VHOV,KXPGATOUR-MAST26-VHOV,Will Viktor Hovland win the Masters Tournament?,Hovland,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-VHOV,2026-04-26T23:00:00Z
Golf,PGA Tour,high,koepka,1,568638,brooks koepka 2026 masters tournament,Yes,Koepka,2026-04-13,https://polymarket.com/event/will-brooks-koepka-win-the-2026-masters-tournament,will-brooks-koepka-win-the-2026-masters-tournament,https://polymarket.com/event/will-brooks-koepka-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""18834791976594441658325720353198133611705606483322909889513733422329656326781"", ""10919066356703648907040470302981161918411615920291629184667164027987137436710""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-BKOE,KXPGATOUR-MAST26-BKOE,Will Brooks Koepka win the Masters Tournament?,Koepka,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-BKOE,2026-04-26T23:00:00Z
Golf,PGA Tour,high,matsuyama,1,568639,hideki matsuyama 2026 masters tournament,Yes,Matsuyama,2026-04-13,https://polymarket.com/event/will-hideki-matsuyama-win-the-2026-masters-tournament,will-hideki-matsuyama-win-the-2026-masters-tournament,https://polymarket.com/event/will-hideki-matsuyama-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""39519150038826399983584911254196071434168702815579135754841659322076984695853"", ""19103203222380308089083257080581390659729083149293642569147478167348531589121""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-HMAT,KXPGATOUR-MAST26-HMAT,Will Hideki Matsuyama win the Masters Tournament?,Matsuyama,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-HMAT,2026-04-26T23:00:00Z
Golf,PGA Tour,high,spieth,1,568640,jordan spieth 2026 masters tournament,Yes,Spieth,2026-04-13,https://polymarket.com/event/will-jordan-spieth-win-the-2026-masters-tournament,will-jordan-spieth-win-the-2026-masters-tournament,https://polymarket.com/event/will-jordan-spieth-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""39504727941745472464725696979254138178336652541090405166181880699707692381685"", ""34067369697058679987985054983433497417645336265287604445928409053695521452524""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-JSPI,KXPGATOUR-MAST26-JSPI,Will Jordan Spieth win the Masters Tournament?,Spieth,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-JSPI,2026-04-26T23:00:00Z
Golf,PGA Tour,high,cantlay,1,568641,patrick cantlay 2026 masters tournament,Yes,Cantlay,2026-04-13,https://polymarket.com/event/will-patrick-cantlay-win-the-2026-masters-tournament,will-patrick-cantlay-win-the-2026-masters-tournament,https://polymarket.com/event/will-patrick-cantlay-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""33040841992820835294123348248835487201460130913662081993317708609623417439890"", ""90428041483415817963710393122119699141547612173584186079723198377773984026431""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-PCAN,KXPGATOUR-MAST26-PCAN,Will Patrick Cantlay win the Masters Tournament?,Cantlay,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-PCAN,2026-04-26T23:00:00Z
Golf,PGA Tour,high,niemann,1,568642,joaquin niemann 2026 masters tournament,Yes,Niemann,2026-04-13,https://polymarket.com/event/will-joaquin-niemann-win-the-2026-masters-tournament,will-joaquin-niemann-win-the-2026-masters-tournament,https://polymarket.com/event/will-joaquin-niemann-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""83360540896905087600548853429761530969228643655022594733071150690995680679249"", ""24042023869585474249999457702023653392679144881767280047492435446375998534308""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-JNIE,KXPGATOUR-MAST26-JNIE,Will Joaquin Niemann win the Masters Tournament?,Niemann,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-JNIE,2026-04-26T23:00:00Z
Golf,PGA Tour,high,hatton,1,568643,tyrrell hatton 2026 masters tournament,Yes,Hatton,2026-04-13,https://polymarket.com/event/will-tyrrell-hatton-win-the-2026-masters-tournament,will-tyrrell-hatton-win-the-2026-masters-tournament,https://polymarket.com/event/will-tyrrell-hatton-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""38962206024013687500365115438823822291203066237510115443437472762678149754397"", ""36386567500131481639429822432062299059803057470101668723847055287445800618361""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-THAT,KXPGATOUR-MAST26-THAT,Will Tyrrell Hatton win the Masters Tournament?,Hatton,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-THAT,2026-04-26T23:00:00Z
Golf,PGA Tour,high,smith,1,568644,cameron smith 2026 masters tournament,Yes,Smith,2026-04-13,https://polymarket.com/event/will-cameron-smith-win-the-2026-masters-tournament,will-cameron-smith-win-the-2026-masters-tournament,https://polymarket.com/event/will-cameron-smith-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""65990852696035978220047580290431415269090011023898621658574902807831169494697"", ""114700149996633565830527261353693416948825825090633263789610630221424839824728""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-CSMI,KXPGATOUR-MAST26-CSMI,Will Cameron Smith win the Masters Tournament?,Smith,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-CSMI,2026-04-26T23:00:00Z
Golf,PGA Tour,high,zalatoris,1,568645,zalatoris 2026 masters tournament,Yes,Zalatoris,2026-04-13,https://polymarket.com/event/will-will-zalatoris-win-the-2026-masters-tournament,will-will-zalatoris-win-the-2026-masters-tournament,https://polymarket.com/event/will-will-zalatoris-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""77812790549132939690993888941951548180750291519986108611117830406428000933119"", ""49203025198786785193518852910290148357068872410934571431410170328565962083215""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-WZAL,KXPGATOUR-MAST26-WZAL,Will Will Zalatoris win the Masters Tournament?,Zalatoris,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-WZAL,2026-04-26T23:00:00Z
Golf,PGA Tour,high,fleetwood,1,568646,tommy fleetwood 2026 masters tournament,Yes,Fleetwood,2026-04-13,https://polymarket.com/event/will-tommy-fleetwood-win-the-2026-masters-tournament,will-tommy-fleetwood-win-the-2026-masters-tournament,https://polymarket.com/event/will-tommy-fleetwood-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""25605353386857852050433234346644257874798767464904433152264621687544796590919"", ""115483302436050060330657996514889406855033408384320085942058701641233157973227""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-TFLE,KXPGATOUR-MAST26-TFLE,Will Tommy Fleetwood win the Masters Tournament?,Fleetwood,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-TFLE,2026-04-26T23:00:00Z
Golf,PGA Tour,high,lowry,1,568647,shane lowry 2026 masters tournament,Yes,Lowry,2026-04-13,https://polymarket.com/event/will-shane-lowry-win-the-2026-masters-tournament,will-shane-lowry-win-the-2026-masters-tournament,https://polymarket.com/event/will-shane-lowry-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""43674349353781684232142600040007732831217070825178051847523003605970842714623"", ""108470439422807371432220035466231911854027212693183876497715471555715132506376""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-SLOW,KXPGATOUR-MAST26-SLOW,Will Shane Lowry win the Masters Tournament?,Lowry,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-SLOW,2026-04-26T23:00:00Z
Golf,PGA Tour,high,reed,1,568648,patrick reed 2026 masters tournament,Yes,Reed,2026-04-13,https://polymarket.com/event/will-patrick-reed-win-the-2026-masters-tournament,will-patrick-reed-win-the-2026-masters-tournament,https://polymarket.com/event/will-patrick-reed-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""23929001677199884634421584409854821108392581496920266505702032309240799085085"", ""110219663650296830580018989124066471998703546424034073114728140337754596054789""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-PREE,KXPGATOUR-MAST26-PREE,Will Patrick Reed win the Masters Tournament?,Reed,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-PREE,2026-04-26T23:00:00Z
Golf,PGA Tour,high,im,1,568649,sungjae 2026 masters tournament,Yes,Im,2026-04-13,https://polymarket.com/event/will-sungjae-im-win-the-2026-masters-tournament,will-sungjae-im-win-the-2026-masters-tournament,https://polymarket.com/event/will-sungjae-im-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""14783989919752324628296838387089933020205321387521367008845434357222634152941"", ""12524997509039169308157138257546276918591184752465605282349705785465738967336""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-SJIM,KXPGATOUR-MAST26-SJIM,Will Sungjae Im win the Masters Tournament?,Im,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-SJIM,2026-04-26T23:00:00Z
Golf,PGA Tour,high,macintyre,1,568650,robert macintyre 2026 masters tournament,Yes,MacIntyre,2026-04-13,https://polymarket.com/event/will-robert-macintyre-win-the-2026-masters-tournament,will-robert-macintyre-win-the-2026-masters-tournament,https://polymarket.com/event/will-robert-macintyre-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""109291061632742156145697496642413250314918006017881249184482387219415694865202"", ""13285248305686902684934562869084789154578675068406236781304706034226735226295""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-RMAC,KXPGATOUR-MAST26-RMAC,Will Robert MacIntyre win the Masters Tournament?,MacIntyre,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-RMAC,2026-04-26T23:00:00Z
Golf,PGA Tour,high,conners,1,568651,corey conners 2026 masters tournament,Yes,Conners,2026-04-13,https://polymarket.com/event/will-corey-conners-win-the-2026-masters-tournament,will-corey-conners-win-the-2026-masters-tournament,https://polymarket.com/event/will-corey-conners-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""13200465622334367088563134332141684504122759094426765233787629263825417361073"", ""4383002194732339431383015158590236937862394186106880179069022146524386654315""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-CCOR,KXPGATOUR-MAST26-CCOR,Will Corey Conners win the Masters Tournament?,Conners,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-CCOR,2026-04-26T23:00:00Z
Golf,PGA Tour,high,rose,1,568652,justin rose 2026 masters tournament,Yes,Rose,2026-04-13,https://polymarket.com/event/will-justin-rose-win-the-2026-masters-tournament,will-justin-rose-win-the-2026-masters-tournament,https://polymarket.com/event/will-justin-rose-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""21202285189814573471226720134408126754666767714963331163406584149708020395832"", ""19059473655881665827167360703173170369997368150134958921180711487840168880724""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-JROS,KXPGATOUR-MAST26-JROS,Will Justin Rose win the Masters Tournament?,Rose,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-JROS,2026-04-26T23:00:00Z
Golf,PGA Tour,high,day,1,568653,jason day 2026 masters tournament,Yes,Day,2026-04-13,https://polymarket.com/event/will-jason-day-win-the-2026-masters-tournament,will-jason-day-win-the-2026-masters-tournament,https://polymarket.com/event/will-jason-day-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""113210280217310043880787459184891236944994127760829296278556379627281513490867"", ""15591333485991560244258547357374388416772395389431125458692429322879353752662""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-JDAY,KXPGATOUR-MAST26-JDAY,Will Jason Day win the Masters Tournament?,Day,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-JDAY,2026-04-26T23:00:00Z
Golf,PGA Tour,high,homa,1,568654,max homa 2026 masters tournament,Yes,Homa,2026-04-13,https://polymarket.com/event/will-max-homa-win-the-2026-masters-tournament,will-max-homa-win-the-2026-masters-tournament,https://polymarket.com/event/will-max-homa-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""50485141698460524424531442527506087516895508458870363041201923729224224475501"", ""18612513699568604261316952671632001175824633885319951260402944041860419054745""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-MHOM,KXPGATOUR-MAST26-MHOM,Will Max Homa win the Masters Tournament?,Homa,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-MHOM,2026-04-26T23:00:00Z
Golf,PGA Tour,high,lee,1,568655,min woo lee 2026 masters tournament,Yes,Lee,2026-04-13,https://polymarket.com/event/will-min-woo-lee-win-the-2026-masters-tournament,will-min-woo-lee-win-the-2026-masters-tournament,https://polymarket.com/event/will-min-woo-lee-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""84511128452670307519231100198112183711242736506790724003141090298117229686335"", ""88429405833501666728263714736799968509531832887305318791478941032332325643981""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-MWLE,KXPGATOUR-MAST26-MWLE,Will Min Woo Lee win the Masters Tournament?,Lee,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-MWLE,2026-04-26T23:00:00Z
Golf,PGA Tour,high,bhatia,1,568656,akshay bhatia 2026 masters tournament,Yes,Bhatia,2026-04-13,https://polymarket.com/event/will-akshay-bhatia-win-the-2026-masters-tournament,will-akshay-bhatia-win-the-2026-masters-tournament,https://polymarket.com/event/will-akshay-bhatia-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""60603387725486523254864101543525891288497952221379936054585504647827183179998"", ""98964310350730014491493421070326188230406066290880150781467467855382427498045""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-ABHA,KXPGATOUR-MAST26-ABHA,Will Akshay Bhatia win the Masters Tournament?,Bhatia,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-ABHA,2026-04-26T23:00:00Z
Golf,PGA Tour,high,henley,1,568657,russell henley 2026 masters tournament,Yes,Henley,2026-04-13,https://polymarket.com/event/will-russell-henley-win-the-2026-masters-tournament,will-russell-henley-win-the-2026-masters-tournament,https://polymarket.com/event/will-russell-henley-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""114338230075414085662511481353681611066589654416891795589447594348756488038818"", ""22285168018216426039647022555810049794146068662579594359271023892472731776476""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-RHEN,KXPGATOUR-MAST26-RHEN,Will Russell Henley win the Masters Tournament?,Henley,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-RHEN,2026-04-26T23:00:00Z
Golf,PGA Tour,high,clark,1,568658,wyndham clark 2026 masters tournament,Yes,Clark,2026-04-13,https://polymarket.com/event/will-wyndham-clark-win-the-2026-masters-tournament,will-wyndham-clark-win-the-2026-masters-tournament,https://polymarket.com/event/will-wyndham-clark-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""30712230066098682074268334078721079734552784757764553571254732442208317991400"", ""41927635773720025183391981290806988247527723632657936894388223814611863072031""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-WCLA,KXPGATOUR-MAST26-WCLA,Will Wyndham Clark win the Masters Tournament?,Clark,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-WCLA,2026-04-26T23:00:00Z
Golf,PGA Tour,high,straka,1,568659,sepp straka 2026 masters tournament,Yes,Straka,2026-04-13,https://polymarket.com/event/will-sepp-straka-win-the-2026-masters-tournament,will-sepp-straka-win-the-2026-masters-tournament,https://polymarket.com/event/will-sepp-straka-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""12250546814279423486784541746365053795445133715681699785021103825238960514290"", ""47137558334517636337747292363658786813481304491685244786128977252977182410466""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-SSTR,KXPGATOUR-MAST26-SSTR,Will Sepp Straka win the Masters Tournament?,Straka,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-SSTR,2026-04-26T23:00:00Z
Golf,PGA Tour,high,finau,1,568660,tony finau 2026 masters tournament,Yes,Finau,2026-04-13,https://polymarket.com/event/will-tony-finau-win-the-2026-masters-tournament,will-tony-finau-win-the-2026-masters-tournament,https://polymarket.com/event/will-tony-finau-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""5084644917838758166953593686061478405232057617441956638924457857519915794168"", ""79144514108742252712490584341762621599872480033361249463630234099152442806601""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-TFIN,KXPGATOUR-MAST26-TFIN,Will Tony Finau win the Masters Tournament?,Finau,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-TFIN,2026-04-26T23:00:00Z
Golf,PGA Tour,high,johnson,1,568661,dustin johnson 2026 masters tournament,Yes,Johnson,2026-04-13,https://polymarket.com/event/will-dustin-johnson-win-the-2026-masters-tournament,will-dustin-johnson-win-the-2026-masters-tournament,https://polymarket.com/event/will-dustin-johnson-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""106959977360903894048493351545882453581150707726112470545340996678625013437822"", ""104276034948729119023781713310423784669999958769504078670932043340882188400651""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-DJOH,KXPGATOUR-MAST26-DJOH,Will Dustin Johnson win the Masters Tournament?,Johnson,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-DJOH,2026-04-26T23:00:00Z
Golf,PGA Tour,high,theegala,1,568662,sahith theegala 2026 masters tournament,Yes,Theegala,2026-04-13,https://polymarket.com/event/will-sahith-theegala-win-the-2026-masters-tournament,will-sahith-theegala-win-the-2026-masters-tournament,https://polymarket.com/event/will-sahith-theegala-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""77401656422821380278262135285909162148574034355979914183344765602533632962793"", ""115761586840235429590959087122963744673047498143129670067671031881977994505852""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-STHE,KXPGATOUR-MAST26-STHE,Will Sahith Theegala win the Masters Tournament?,Theegala,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-STHE,2026-04-26T23:00:00Z
Golf,PGA Tour,high,kim,1,568663,tom kim 2026 masters tournament,Yes,Kim,2026-04-13,https://polymarket.com/event/will-tom-kim-win-the-2026-masters-tournament,will-tom-kim-win-the-2026-masters-tournament,https://polymarket.com/event/will-tom-kim-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""94271397464139940444762404658702766731986129923165298323146378313509511428612"", ""69624949434295337571403709676602372349435259609618184723270286490716470496235""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-MKIM,KXPGATOUR-MAST26-MKIM,Will Michael Kim win the Masters Tournament?,Kim,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-MKIM,2026-04-26T23:00:00Z
Golf,PGA Tour,high,bradley,1,568664,keegan bradley 2026 masters tournament,Yes,Bradley,2026-04-13,https://polymarket.com/event/will-keegan-bradley-win-the-2026-masters-tournament,will-keegan-bradley-win-the-2026-masters-tournament,https://polymarket.com/event/will-keegan-bradley-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""105603235209708528772708820102183583646210069076346858272401490235176070874704"", ""55153390161060565029298328248100237917828575569430158598332895641270333532180""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-KBRA,KXPGATOUR-MAST26-KBRA,Will Keegan Bradley win the Masters Tournament?,Bradley,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-KBRA,2026-04-26T23:00:00Z
Golf,PGA Tour,high,burns,1,568665,sam burns 2026 masters tournament,Yes,Burns,2026-04-13,https://polymarket.com/event/will-sam-burns-win-the-2026-masters-tournament,will-sam-burns-win-the-2026-masters-tournament,https://polymarket.com/event/will-sam-burns-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""19566539796009053600744730783474226093306502177707990226273422805817368579462"", ""98599907167838862713527172626864148434627042053093606807889918612366376251197""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-SBUR,KXPGATOUR-MAST26-SBUR,Will Sam Burns win the Masters Tournament?,Burns,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-SBUR,2026-04-26T23:00:00Z
Golf,PGA Tour,high,fitzpatrick,1,568666,matt fitzpatrick 2026 masters tournament,Yes,Fitzpatrick,2026-04-13,https://polymarket.com/event/will-matt-fitzpatrick-win-the-2026-masters-tournament,will-matt-fitzpatrick-win-the-2026-masters-tournament,https://polymarket.com/event/will-matt-fitzpatrick-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""89412916687151175560118327444920315375809982155120674654821372692943297972641"", ""2082258940458203191723349814869766921802211891480684649367730413440915000729""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-MFIT,KXPGATOUR-MAST26-MFIT,Will Matt Fitzpatrick win the Masters Tournament?,Fitzpatrick,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-MFIT,2026-04-26T23:00:00Z
Golf,PGA Tour,high,young,1,568668,cameron 2026 masters tournament,Yes,Young,2026-04-13,https://polymarket.com/event/will-cameron-young-win-the-2026-masters-tournament,will-cameron-young-win-the-2026-masters-tournament,https://polymarket.com/event/will-cameron-young-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""64839620643543455663176545644417187741508741750332061546105736635983287442638"", ""115441174756778497442573516192216092472503715286856402978812563445827005215235""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-CYOU,KXPGATOUR-MAST26-CYOU,Will Cameron Young win the Masters Tournament?,Young,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-CYOU,2026-04-26T23:00:00Z
Golf,PGA Tour,high,scott,1,568669,adam scott 2026 masters tournament,Yes,Scott,2026-04-13,https://polymarket.com/event/will-adam-scott-win-the-2026-masters-tournament,will-adam-scott-win-the-2026-masters-tournament,https://polymarket.com/event/will-adam-scott-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""112293648268060831745981889526075753480365208028777202265707298038030821625085"", ""16292998164437715433662093684375597033753256461863698881684021795789375814500""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-ASCO,KXPGATOUR-MAST26-ASCO,Will Adam Scott win the Masters Tournament?,Scott,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-ASCO,2026-04-26T23:00:00Z
Golf,PGA Tour,high,garcia,1,568670,sergio garcia 2026 masters tournament,Yes,Garcia,2026-04-13,https://polymarket.com/event/will-sergio-garcia-win-the-2026-masters-tournament,will-sergio-garcia-win-the-2026-masters-tournament,https://polymarket.com/event/will-sergio-garcia-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""3803359875662437653391409633542201666222464986706865259786813387216307770857"", ""102629657813818585520112376415685053222512092019387060772375831590045461873897""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-SGAR,KXPGATOUR-MAST26-SGAR,Will Sergio Garcia win the Masters Tournament?,Garcia,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-SGAR,2026-04-26T23:00:00Z
Golf,PGA Tour,high,rai,1,568671,aaron rai 2026 masters tournament,Yes,Rai,2026-04-13,https://polymarket.com/event/will-aaron-rai-win-the-2026-masters-tournament,will-aaron-rai-win-the-2026-masters-tournament,https://polymarket.com/event/will-aaron-rai-win-the-2026-masters-tournament,"[""Yes"", ""No""]","[""12633760436820122057509472536236019548880617881010186249708540091093770521780"", ""64537785555581030093390675284579525425561213818733698341637619998207410396065""]",2026-04-13,2026-04-13,KXPGATOUR-MAST26-ARAI,KXPGATOUR-MAST26-ARAI,Will Aaron Rai win the Masters Tournament?,Rai,2026-04-12,https://kalshi.com/markets/KXPGATOUR-MAST26-ARAI,2026-04-26T23:00:00Z
