sport,league,confidence,shared_teams,days_apart,poly_market_id,poly_title,poly_outcome,poly_teams,poly_date,poly_url,poly_slug,poly_event_url,poly_outcomes,poly_token_ids,expiry_poly_utc,resolution_time,kalshi_event_ticker,kalshi_market_id,kalshi_outcome,kalshi_title,kalshi_teams,kalshi_date,kalshi_url,expiry_kalshi_utc,kalshi_t2_ticker,kalshi_tie_ticker
Baseball,MLB,high,dodgers; rockies,0,1958071,rockies dodgers,Colorado Rockies,Rockies; Dodgers,2026-04-18,https://polymarket.com/event/mlb-lad-col-2026-04-18,mlb-lad-col-2026-04-18,https://polymarket.com/event/mlb-lad-col-2026-04-18,"[""Colorado Rockies"", ""Los Angeles Dodgers""]","[""33336769643733710578202391398647889935395316576427081097890824899777633993465"", ""94803555675905872764602840918189015607137417323486747707211061051614903713968""]",2026-04-26,2026-04-26,KXMLBGAME-26APR182010LADCOL,KXMLBGAME-26APR182010LADCOL-COL,Rockies,Los Angeles D vs Colorado Winner?,Dodgers; Rockies,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR182010LADCOL-COL,2026-04-22T00:10:00Z,,
Baseball,MLB,high,dodgers; rockies,0,1958071,dodgers rockies,Los Angeles Dodgers,Dodgers; Rockies,2026-04-18,https://polymarket.com/event/mlb-lad-col-2026-04-18,mlb-lad-col-2026-04-18,https://polymarket.com/event/mlb-lad-col-2026-04-18,"[""Los Angeles Dodgers"", ""Colorado Rockies""]","[""94803555675905872764602840918189015607137417323486747707211061051614903713968"", ""33336769643733710578202391398647889935395316576427081097890824899777633993465""]",2026-04-26,2026-04-26,KXMLBGAME-26APR182010LADCOL,KXMLBGAME-26APR182010LADCOL-LAD,Dodgers,Los Angeles D vs Colorado Winner?,Dodgers; Rockies,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR182010LADCOL-LAD,2026-04-22T00:10:00Z,,
Baseball,MLB,high,angels; padres,0,1946789,angels padres,Los Angeles Angels,Angels; Padres,2026-04-17,https://polymarket.com/event/mlb-sd-laa-2026-04-17,mlb-sd-laa-2026-04-17,https://polymarket.com/event/mlb-sd-laa-2026-04-17,"[""Los Angeles Angels"", ""San Diego Padres""]","[""64295499964738350664769418712197616324929954966545407354034240141799877445663"", ""42320077201509089376569521746889909598562615906167655289664258567338504526393""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172138SDLAA,KXMLBGAME-26APR172138SDLAA-LAA,Angels,San Diego vs Los Angeles A Winner?,Padres; Angels,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172138SDLAA-LAA,2026-04-21T01:38:00Z,,
Baseball,MLB,high,angels; padres,0,1946789,padres angels,San Diego Padres,Padres; Angels,2026-04-17,https://polymarket.com/event/mlb-sd-laa-2026-04-17,mlb-sd-laa-2026-04-17,https://polymarket.com/event/mlb-sd-laa-2026-04-17,"[""San Diego Padres"", ""Los Angeles Angels""]","[""42320077201509089376569521746889909598562615906167655289664258567338504526393"", ""64295499964738350664769418712197616324929954966545407354034240141799877445663""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172138SDLAA,KXMLBGAME-26APR172138SDLAA-SD,Padres,San Diego vs Los Angeles A Winner?,Padres; Angels,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172138SDLAA-SD,2026-04-21T01:38:00Z,,
Baseball,MLB,high,angels; padres,0,1958073,angels padres,Los Angeles Angels,Angels; Padres,2026-04-18,https://polymarket.com/event/mlb-sd-laa-2026-04-18,mlb-sd-laa-2026-04-18,https://polymarket.com/event/mlb-sd-laa-2026-04-18,"[""Los Angeles Angels"", ""San Diego Padres""]","[""55988314417811246993053420566663874994117228386940124015768741385928214857392"", ""94640770667324165707338417151001129844221024718367850120737712986990957755845""]",2026-04-26,2026-04-26,KXMLBGAME-26APR182138SDLAA,KXMLBGAME-26APR182138SDLAA-LAA,Angels,San Diego vs Los Angeles A Winner?,Padres; Angels,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR182138SDLAA-LAA,2026-04-22T01:38:00Z,,
Baseball,MLB,high,angels; padres,0,1958073,padres angels,San Diego Padres,Padres; Angels,2026-04-18,https://polymarket.com/event/mlb-sd-laa-2026-04-18,mlb-sd-laa-2026-04-18,https://polymarket.com/event/mlb-sd-laa-2026-04-18,"[""San Diego Padres"", ""Los Angeles Angels""]","[""94640770667324165707338417151001129844221024718367850120737712986990957755845"", ""55988314417811246993053420566663874994117228386940124015768741385928214857392""]",2026-04-26,2026-04-26,KXMLBGAME-26APR182138SDLAA,KXMLBGAME-26APR182138SDLAA-SD,Padres,San Diego vs Los Angeles A Winner?,Padres; Angels,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR182138SDLAA-SD,2026-04-22T01:38:00Z,,
Baseball,MLB,high,blue jays; diamondbacks,0,1946791,diamondbacks blue jays,Arizona Diamondbacks,Diamondbacks; Blue Jays,2026-04-17,https://polymarket.com/event/mlb-tor-ari-2026-04-17,mlb-tor-ari-2026-04-17,https://polymarket.com/event/mlb-tor-ari-2026-04-17,"[""Arizona Diamondbacks"", ""Toronto Blue Jays""]","[""26533555587824063271631002583602705235547086839007334113703204576272081925945"", ""26173936036270946575750098808414982351487439651115420673176975315659008476879""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172140TORAZ,KXMLBGAME-26APR172140TORAZ-AZ,Diamondbacks,Toronto vs Arizona Winner?,Blue Jays; Diamondbacks,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172140TORAZ-AZ,2026-04-21T01:40:00Z,,
Baseball,MLB,high,blue jays; diamondbacks,0,1946791,blue jays diamondbacks,Toronto Blue Jays,Blue Jays; Diamondbacks,2026-04-17,https://polymarket.com/event/mlb-tor-ari-2026-04-17,mlb-tor-ari-2026-04-17,https://polymarket.com/event/mlb-tor-ari-2026-04-17,"[""Toronto Blue Jays"", ""Arizona Diamondbacks""]","[""26173936036270946575750098808414982351487439651115420673176975315659008476879"", ""26533555587824063271631002583602705235547086839007334113703204576272081925945""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172140TORAZ,KXMLBGAME-26APR172140TORAZ-TOR,Blue Jays,Toronto vs Arizona Winner?,Blue Jays; Diamondbacks,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172140TORAZ-TOR,2026-04-21T01:40:00Z,,
Baseball,MLB,high,blue jays; diamondbacks,0,1958069,diamondbacks blue jays,Arizona Diamondbacks,Diamondbacks; Blue Jays,2026-04-18,https://polymarket.com/event/mlb-tor-ari-2026-04-18,mlb-tor-ari-2026-04-18,https://polymarket.com/event/mlb-tor-ari-2026-04-18,"[""Arizona Diamondbacks"", ""Toronto Blue Jays""]","[""97440428031794149193737343607742621444491281635806235084757417778176139949448"", ""95112630930104933687528098763053079691091808259451484669200203163138472136581""]",2026-04-26,2026-04-26,KXMLBGAME-26APR182010TORAZ,KXMLBGAME-26APR182010TORAZ-AZ,Diamondbacks,Toronto vs Arizona Winner?,Blue Jays; Diamondbacks,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR182010TORAZ-AZ,2026-04-22T00:10:00Z,,
Baseball,MLB,high,blue jays; diamondbacks,0,1958069,blue jays diamondbacks,Toronto Blue Jays,Blue Jays; Diamondbacks,2026-04-18,https://polymarket.com/event/mlb-tor-ari-2026-04-18,mlb-tor-ari-2026-04-18,https://polymarket.com/event/mlb-tor-ari-2026-04-18,"[""Toronto Blue Jays"", ""Arizona Diamondbacks""]","[""95112630930104933687528098763053079691091808259451484669200203163138472136581"", ""97440428031794149193737343607742621444491281635806235084757417778176139949448""]",2026-04-26,2026-04-26,KXMLBGAME-26APR182010TORAZ,KXMLBGAME-26APR182010TORAZ-TOR,Blue Jays,Toronto vs Arizona Winner?,Blue Jays; Diamondbacks,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR182010TORAZ-TOR,2026-04-22T00:10:00Z,,
Baseball,MLB,high,athletics; white sox,0,1946793,athletics white sox,Athletics,Athletics; White Sox,2026-04-17,https://polymarket.com/event/mlb-cws-oak-2026-04-17,mlb-cws-oak-2026-04-17,https://polymarket.com/event/mlb-cws-oak-2026-04-17,"[""Athletics"", ""Chicago White Sox""]","[""102848206932100256323695890864889089026141227009011591443816786871934493616854"", ""65303354796792022742500436075619021230138247104108008536843915904036856135854""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172140CWSATH,KXMLBGAME-26APR172140CWSATH-ATH,Athletics,Chicago WS vs A's Winner?,White Sox; Athletics,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172140CWSATH-ATH,2026-04-21T01:40:00Z,,
Baseball,MLB,high,athletics; white sox,0,1946793,white sox athletics,Chicago White Sox,White Sox; Athletics,2026-04-17,https://polymarket.com/event/mlb-cws-oak-2026-04-17,mlb-cws-oak-2026-04-17,https://polymarket.com/event/mlb-cws-oak-2026-04-17,"[""Chicago White Sox"", ""Athletics""]","[""65303354796792022742500436075619021230138247104108008536843915904036856135854"", ""102848206932100256323695890864889089026141227009011591443816786871934493616854""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172140CWSATH,KXMLBGAME-26APR172140CWSATH-CWS,White Sox,Chicago WS vs A's Winner?,White Sox; Athletics,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172140CWSATH-CWS,2026-04-21T01:40:00Z,,
Baseball,MLB,high,athletics; white sox,0,1958050,athletics white sox,Athletics,Athletics; White Sox,2026-04-18,https://polymarket.com/event/mlb-cws-oak-2026-04-18,mlb-cws-oak-2026-04-18,https://polymarket.com/event/mlb-cws-oak-2026-04-18,"[""Athletics"", ""Chicago White Sox""]","[""70256438366697603665858598280035254674315312583751752440692852167127904982802"", ""70525338545318210348028554846970117603167816606203402178536429642881486118481""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181605CWSATH,KXMLBGAME-26APR181605CWSATH-ATH,Athletics,Chicago WS vs A's Winner?,White Sox; Athletics,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181605CWSATH-ATH,2026-04-21T20:05:00Z,,
Baseball,MLB,high,athletics; white sox,0,1958050,white sox athletics,Chicago White Sox,White Sox; Athletics,2026-04-18,https://polymarket.com/event/mlb-cws-oak-2026-04-18,mlb-cws-oak-2026-04-18,https://polymarket.com/event/mlb-cws-oak-2026-04-18,"[""Chicago White Sox"", ""Athletics""]","[""70525338545318210348028554846970117603167816606203402178536429642881486118481"", ""70256438366697603665858598280035254674315312583751752440692852167127904982802""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181605CWSATH,KXMLBGAME-26APR181605CWSATH-CWS,White Sox,Chicago WS vs A's Winner?,White Sox; Athletics,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181605CWSATH-CWS,2026-04-21T20:05:00Z,,
Baseball,MLB,high,mariners; rangers,0,1946795,mariners rangers,Seattle Mariners,Mariners; Rangers,2026-04-17,https://polymarket.com/event/mlb-tex-sea-2026-04-17,mlb-tex-sea-2026-04-17,https://polymarket.com/event/mlb-tex-sea-2026-04-17,"[""Seattle Mariners"", ""Texas Rangers""]","[""90250687417506189866561136573806716123195166108416276499427416298511705850910"", ""57851794296486593204343620348491334220583037261890986366144538341507480487467""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172140TEXSEA,KXMLBGAME-26APR172140TEXSEA-SEA,Mariners,Texas vs Seattle Winner?,Rangers; Mariners,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172140TEXSEA-SEA,2026-04-21T01:40:00Z,,
Baseball,MLB,high,mariners; rangers,0,1946795,rangers mariners,Texas Rangers,Rangers; Mariners,2026-04-17,https://polymarket.com/event/mlb-tex-sea-2026-04-17,mlb-tex-sea-2026-04-17,https://polymarket.com/event/mlb-tex-sea-2026-04-17,"[""Texas Rangers"", ""Seattle Mariners""]","[""57851794296486593204343620348491334220583037261890986366144538341507480487467"", ""90250687417506189866561136573806716123195166108416276499427416298511705850910""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172140TEXSEA,KXMLBGAME-26APR172140TEXSEA-TEX,Rangers,Texas vs Seattle Winner?,Rangers; Mariners,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172140TEXSEA-TEX,2026-04-21T01:40:00Z,,
Baseball,MLB,high,mariners; rangers,0,1958067,mariners rangers,Seattle Mariners,Mariners; Rangers,2026-04-18,https://polymarket.com/event/mlb-tex-sea-2026-04-18,mlb-tex-sea-2026-04-18,https://polymarket.com/event/mlb-tex-sea-2026-04-18,"[""Seattle Mariners"", ""Texas Rangers""]","[""105094767314496269096169106561798307141421302921501691003129209753218152022508"", ""88580080944693275889740965652044457206780734764445480091651106638935535919638""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181915TEXSEA,KXMLBGAME-26APR181915TEXSEA-SEA,Mariners,Texas vs Seattle Winner?,Rangers; Mariners,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181915TEXSEA-SEA,2026-04-21T23:15:00Z,,
Baseball,MLB,high,mariners; rangers,0,1958067,rangers mariners,Texas Rangers,Rangers; Mariners,2026-04-18,https://polymarket.com/event/mlb-tex-sea-2026-04-18,mlb-tex-sea-2026-04-18,https://polymarket.com/event/mlb-tex-sea-2026-04-18,"[""Texas Rangers"", ""Seattle Mariners""]","[""88580080944693275889740965652044457206780734764445480091651106638935535919638"", ""105094767314496269096169106561798307141421302921501691003129209753218152022508""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181915TEXSEA,KXMLBGAME-26APR181915TEXSEA-TEX,Rangers,Texas vs Seattle Winner?,Rangers; Mariners,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181915TEXSEA-TEX,2026-04-21T23:15:00Z,,
Cricket,IPL,high,chennai super kings; sunrisers hyderabad,0,negrisk_368171,sunrisers hyderabad chennai super kings,CHE,Sunrisers Hyderabad; Chennai Super Kings,2026-04-18,https://polymarket.com/event/cricipl-sun-che-2026-04-18-toss-match-double,cricipl-sun-che-2026-04-18-toss-match-double,https://polymarket.com/event/cricipl-sun-che-2026-04-18-toss-match-double,"[""SUN"", ""CHE"", ""Draw""]","[""94035539868183666950849819793942745229597325251066739917570879340251442830552"", ""60213171830589010379547684483319247097758725630632596002358779753985041554776"", ""110102022761344514849885134554097245019276909327058982970026483927507136863789"", ""110765164569448736518418292180227161642090958535323426600873924804317884744648"", ""27746792993649999379697633556326628020049161756374726744639340264006066660517"", ""74469187683121057716769226407584515939534534115604927254795209779303442761076""]",2026-04-25,2026-04-25,KXIPLGAME-26APR18CSKSRH,KXIPLGAME-26APR18CSKSRH-CSK,,Sunrisers Hyderabad vs Chennai Super Kings Winner?,Sunrisers Hyderabad; Chennai Super Kings,2026-04-18,https://kalshi.com/markets/KXIPLGAME-26APR18CSKSRH-CSK,2026-04-21T14:00:00Z,,
Esports,LoL,high,gen.g; hanwha life esports,0,1955538,gen.g hanwha life esports,Gen.G,Gen.G; Hanwha Life Esports,2026-04-18,https://polymarket.com/event/lol-hle1-gen-2026-04-18,lol-hle1-gen-2026-04-18,https://polymarket.com/event/lol-hle1-gen-2026-04-18,"[""Gen.G"", ""Hanwha Life Esports""]","[""50885633542127276533086371398085696492087486009031666870662961203660331036715"", ""102113798807594224088954356412031379016822289611964256931298393106101028549026""]",2026-04-18,2026-04-18,KXLOLGAME-26APR180400GENHLE,KXLOLGAME-26APR180400GENHLE-GEN,Gen.G,Will Gen.G win the Gen.G vs. Hanwha Life Esports League of Legends match?,Gen.G; Hanwha Life Esports,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR180400GENHLE-GEN,2026-05-02T08:00:00Z,,
Esports,LoL,high,gen.g; hanwha life esports,0,1955538,hanwha life esports gen.g,Hanwha Life Esports,Hanwha Life Esports; Gen.G,2026-04-18,https://polymarket.com/event/lol-hle1-gen-2026-04-18,lol-hle1-gen-2026-04-18,https://polymarket.com/event/lol-hle1-gen-2026-04-18,"[""Hanwha Life Esports"", ""Gen.G""]","[""102113798807594224088954356412031379016822289611964256931298393106101028549026"", ""50885633542127276533086371398085696492087486009031666870662961203660331036715""]",2026-04-18,2026-04-18,KXLOLMAP-26APR180400GENHLE-1,KXLOLMAP-26APR180400GENHLE-1-HLE,Hanwha Life Esports,Will Hanwha Life Esports win map 1 in the Gen.G vs. Hanwha Life Esports match?,Gen.G; Hanwha Life Esports,2026-04-18,https://kalshi.com/markets/KXLOLMAP-26APR180400GENHLE-1-HLE,2026-05-02T08:00:00Z,,
Esports,LoL,high,dn soopers; kt rolster,0,1955561,dn soopers kt rolster,DN SOOPers,DN SOOPers; KT Rolster,2026-04-18,https://polymarket.com/event/lol-dnf-kt-2026-04-18,lol-dnf-kt-2026-04-18,https://polymarket.com/event/lol-dnf-kt-2026-04-18,"[""DN SOOPers"", ""KT Rolster""]","[""31225409808647126522745663159902057860549057791786168040385331039694301720140"", ""10670470759055289128712926919784348839207570549571497329809360851123549723287""]",2026-04-18,2026-04-18,KXLOLGAME-26APR180600KTDNF,KXLOLGAME-26APR180600KTDNF-DNF,DN SOOPers,Will DN SOOPers win the KT Rolster vs. DN SOOPers League of Legends match?,DN SOOPers; KT Rolster,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR180600KTDNF-DNF,2026-05-02T10:00:00Z,,
Esports,LoL,high,dn soopers; kt rolster,0,1955561,kt rolster dn soopers,KT Rolster,KT Rolster; DN SOOPers,2026-04-18,https://polymarket.com/event/lol-dnf-kt-2026-04-18,lol-dnf-kt-2026-04-18,https://polymarket.com/event/lol-dnf-kt-2026-04-18,"[""KT Rolster"", ""DN SOOPers""]","[""10670470759055289128712926919784348839207570549571497329809360851123549723287"", ""31225409808647126522745663159902057860549057791786168040385331039694301720140""]",2026-04-18,2026-04-18,KXLOLGAME-26APR180600KTDNF,KXLOLGAME-26APR180600KTDNF-KT,KT Rolster,Will KT Rolster win the KT Rolster vs. DN SOOPers League of Legends match?,DN SOOPers; KT Rolster,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR180600KTDNF-KT,2026-05-02T10:00:00Z,,
Baseball,KBO,high,kiwoom heroes; kt wiz,0,1958039,kt wiz kiwoom heroes,KT Wiz,KT Wiz; Kiwoom Heroes,2026-04-18,https://polymarket.com/event/kbo-kiw-kt-2026-04-18,kbo-kiw-kt-2026-04-18,https://polymarket.com/event/kbo-kiw-kt-2026-04-18,"[""KT Wiz"", ""Kiwoom Heroes""]","[""91588332641950762505326996891064305933228779565933087412252877776032621208117"", ""71378736389718976143337470388755796196100501052439239258211766119205217278571""]",2026-04-25,2026-04-25,KXKBOGAME-26APR180400KIWKTW,KXKBOGAME-26APR180400KIWKTW-KTW,KT Wiz,Kiwoom Heroes vs KT Wiz winner?,Kiwoom Heroes; KT Wiz,2026-04-18,https://kalshi.com/markets/KXKBOGAME-26APR180400KIWKTW-KTW,2026-04-21T08:00:00Z,,
Baseball,KBO,high,kiwoom heroes; kt wiz,0,1958039,kiwoom heroes kt wiz,Kiwoom Heroes,Kiwoom Heroes; KT Wiz,2026-04-18,https://polymarket.com/event/kbo-kiw-kt-2026-04-18,kbo-kiw-kt-2026-04-18,https://polymarket.com/event/kbo-kiw-kt-2026-04-18,"[""Kiwoom Heroes"", ""KT Wiz""]","[""71378736389718976143337470388755796196100501052439239258211766119205217278571"", ""91588332641950762505326996891064305933228779565933087412252877776032621208117""]",2026-04-25,2026-04-25,KXKBOGAME-26APR180400KIWKTW,KXKBOGAME-26APR180400KIWKTW-KIW,Kiwoom Heroes,Kiwoom Heroes vs KT Wiz winner?,Kiwoom Heroes; KT Wiz,2026-04-18,https://kalshi.com/markets/KXKBOGAME-26APR180400KIWKTW-KIW,2026-04-21T08:00:00Z,,
Ice Hockey,AHL,high,hershey bears; islanders,0,1959331,islanders hershey bears,Bridgeport Islanders,Islanders; Hershey Bears,2026-04-18,https://polymarket.com/event/ahl-bri-her-2026-04-18,ahl-bri-her-2026-04-18,https://polymarket.com/event/ahl-bri-her-2026-04-18,"[""Bridgeport Islanders"", ""Hershey Bears""]","[""5189687072666480270078071979120353699303279203937251725241889922608378822007"", ""62749726231456148870713799818102525292201942088271408625187577457078681424525""]",2026-04-18,2026-04-18,KXAHLGAME-26APR181900BRIHER,KXAHLGAME-26APR181900BRIHER-BRI,,Bridgeport Islanders vs Hershey Bears Winner?,Islanders; Hershey Bears,2026-04-18,https://kalshi.com/markets/KXAHLGAME-26APR181900BRIHER-BRI,2026-05-02T23:00:00Z,,
Ice Hockey,AHL,high,hershey bears; islanders,0,1959331,hershey bears islanders,Hershey Bears,Hershey Bears; Islanders,2026-04-18,https://polymarket.com/event/ahl-bri-her-2026-04-18,ahl-bri-her-2026-04-18,https://polymarket.com/event/ahl-bri-her-2026-04-18,"[""Hershey Bears"", ""Bridgeport Islanders""]","[""62749726231456148870713799818102525292201942088271408625187577457078681424525"", ""5189687072666480270078071979120353699303279203937251725241889922608378822007""]",2026-04-18,2026-04-18,KXAHLGAME-26APR181900BRIHER,KXAHLGAME-26APR181900BRIHER-HER,Hershey Bears,Bridgeport Islanders vs Hershey Bears Winner?,Islanders; Hershey Bears,2026-04-18,https://kalshi.com/markets/KXAHLGAME-26APR181900BRIHER-HER,2026-05-02T23:00:00Z,,
Esports,LoL,high,ctbc flying oyster; deep cross gaming,0,1964376,ctbc flying oyster deep cross gaming,CTBC Flying Oyster,CTBC Flying Oyster; Deep Cross Gaming,2026-04-18,https://polymarket.com/event/lol-cfo-dcg-2026-04-18,lol-cfo-dcg-2026-04-18,https://polymarket.com/event/lol-cfo-dcg-2026-04-18,"[""CTBC Flying Oyster"", ""Deep Cross Gaming""]","[""64934566687536300892969617135181715876394728120615636546616880734140378797392"", ""616791263582492719846285664936551487956974754785403739018620672880681327237""]",2026-04-18,2026-04-18,KXLOLGAME-26APR180500DCGCFO,KXLOLGAME-26APR180500DCGCFO-CFO,CTBC Flying Oyster,Will CTBC Flying Oyster win the Deep Cross Gaming vs. CTBC Flying Oyster League of Legends match?,CTBC Flying Oyster; Deep Cross Gaming,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR180500DCGCFO-CFO,2026-05-02T09:00:00Z,,
Esports,LoL,high,ctbc flying oyster; deep cross gaming,0,1964376,deep cross gaming ctbc flying oyster,Deep Cross Gaming,Deep Cross Gaming; CTBC Flying Oyster,2026-04-18,https://polymarket.com/event/lol-cfo-dcg-2026-04-18,lol-cfo-dcg-2026-04-18,https://polymarket.com/event/lol-cfo-dcg-2026-04-18,"[""Deep Cross Gaming"", ""CTBC Flying Oyster""]","[""616791263582492719846285664936551487956974754785403739018620672880681327237"", ""64934566687536300892969617135181715876394728120615636546616880734140378797392""]",2026-04-18,2026-04-18,KXLOLGAME-26APR180500DCGCFO,KXLOLGAME-26APR180500DCGCFO-DCG,Deep Cross Gaming,Will Deep Cross Gaming win the Deep Cross Gaming vs. CTBC Flying Oyster League of Legends match?,CTBC Flying Oyster; Deep Cross Gaming,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR180500DCGCFO-DCG,2026-05-02T09:00:00Z,,
Esports,LoL,high,cloud9; disguised,0,1969030,cloud9 disguised,Cloud9,Cloud9; Disguised,2026-04-18,https://polymarket.com/event/lol-dsg-c9-2026-04-18,lol-dsg-c9-2026-04-18,https://polymarket.com/event/lol-dsg-c9-2026-04-18,"[""Cloud9"", ""Disguised""]","[""92143283655498689361692158320995487566354475049229215306148498881724834740138"", ""28088304872763226013703224106790007660620616891644934366657771438585694007945""]",2026-04-19,2026-04-19,KXLOLGAME-26APR181600C9DSG,KXLOLGAME-26APR181600C9DSG-C9,Cloud9,Will Cloud9 win the Cloud9 vs. Disguised League of Legends match?,Cloud9; Disguised,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR181600C9DSG-C9,2026-05-02T20:00:00Z,,
Esports,LoL,high,cloud9; disguised,0,1969030,disguised cloud9,Disguised,Disguised; Cloud9,2026-04-18,https://polymarket.com/event/lol-dsg-c9-2026-04-18,lol-dsg-c9-2026-04-18,https://polymarket.com/event/lol-dsg-c9-2026-04-18,"[""Disguised"", ""Cloud9""]","[""28088304872763226013703224106790007660620616891644934366657771438585694007945"", ""92143283655498689361692158320995487566354475049229215306148498881724834740138""]",2026-04-19,2026-04-19,KXLOLMAP-26APR181600C9DSG-1,KXLOLMAP-26APR181600C9DSG-1-DSG,Disguised,Will Disguised win map 1 in the Cloud9 vs. Disguised match?,Cloud9; Disguised,2026-04-18,https://kalshi.com/markets/KXLOLMAP-26APR181600C9DSG-1-DSG,2026-05-02T20:00:00Z,,
Esports,LoL,high,flyquest; sentinels,0,1969057,flyquest sentinels,FlyQuest,FlyQuest; Sentinels,2026-04-18,https://polymarket.com/event/lol-sen-fly-2026-04-18,lol-sen-fly-2026-04-18,https://polymarket.com/event/lol-sen-fly-2026-04-18,"[""FlyQuest"", ""Sentinels""]","[""11597267309747131067761436798596866840227391349444893633189568300313625080252"", ""3717908612260708015229649888011622915154710500628785170089370639303079385898""]",2026-04-19,2026-04-19,KXLOLGAME-26APR181900FLYSEN,KXLOLGAME-26APR181900FLYSEN-FLY,FlyQuest,Will FlyQuest win the FlyQuest vs. Sentinels League of Legends match?,FlyQuest; Sentinels,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR181900FLYSEN-FLY,2026-05-02T23:00:00Z,,
Esports,LoL,high,flyquest; sentinels,0,1969057,sentinels flyquest,Sentinels,Sentinels; FlyQuest,2026-04-18,https://polymarket.com/event/lol-sen-fly-2026-04-18,lol-sen-fly-2026-04-18,https://polymarket.com/event/lol-sen-fly-2026-04-18,"[""Sentinels"", ""FlyQuest""]","[""3717908612260708015229649888011622915154710500628785170089370639303079385898"", ""11597267309747131067761436798596866840227391349444893633189568300313625080252""]",2026-04-19,2026-04-19,KXLOLGAME-26APR181900FLYSEN,KXLOLGAME-26APR181900FLYSEN-SEN,Sentinels,Will Sentinels win the FlyQuest vs. Sentinels League of Legends match?,FlyQuest; Sentinels,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR181900FLYSEN-SEN,2026-05-02T23:00:00Z,,
Basketball,NBA,high,cavaliers; raptors,0,1969217,cavaliers raptors,Cavaliers,Cavaliers; Raptors,2026-04-18,https://polymarket.com/event/nba-tor-cle-2026-04-18,nba-tor-cle-2026-04-18,https://polymarket.com/event/nba-tor-cle-2026-04-18,"[""Cavaliers"", ""Raptors""]","[""101707776312993433788247578166605474286576082916033807919279395386959077302104"", ""105258950184760667183270532698300577038854468209447726738073081448087675682025""]",2026-04-18,2026-04-18,KXNBAGAME-26APR18TORCLE,KXNBAGAME-26APR18TORCLE-CLE,Cavaliers,Toronto at Cleveland Winner?,Raptors; Cavaliers,2026-04-18,https://kalshi.com/markets/KXNBAGAME-26APR18TORCLE-CLE,2026-05-02T17:00:00Z,,
Basketball,NBA,high,cavaliers; raptors,0,1969217,raptors cavaliers,Raptors,Raptors; Cavaliers,2026-04-18,https://polymarket.com/event/nba-tor-cle-2026-04-18,nba-tor-cle-2026-04-18,https://polymarket.com/event/nba-tor-cle-2026-04-18,"[""Raptors"", ""Cavaliers""]","[""105258950184760667183270532698300577038854468209447726738073081448087675682025"", ""101707776312993433788247578166605474286576082916033807919279395386959077302104""]",2026-04-18,2026-04-18,KXNBAGAME-26APR18TORCLE,KXNBAGAME-26APR18TORCLE-TOR,Raptors,Toronto at Cleveland Winner?,Raptors; Cavaliers,2026-04-18,https://kalshi.com/markets/KXNBAGAME-26APR18TORCLE-TOR,2026-05-02T17:00:00Z,,
